word,definition
تلع,"رجلٌ أتْلَعُ بَيِّن التَلَعِ، أي طويلُ العنق. ; وجيدٌ تَليعٌ، أي طويل، قال الاعشى يوم تُبْدي لنا قُتَيْلَةُ عن جي‍ * دٍ تَليعٍ تَزينُهُ الأطواقُ * والتَليعُ من الرجال: الطويلُ. ; وتَتَلَّعَ، أي مَدَّ عنقه للقيام. ; ويقال: قعدَ فما يَتَتَلَّعُ، أي فما يرفع رأسَه للنهوض ولا يريد البَراحَ. ; وقال أبو ذؤيب: فوردن والعيوق مقعد رابئ ال‍ * ضرباء فوق النجم [[قال ابن برى: "" صوابه: خلف النجم "".]] لا يتتلع * ورجلٌ تَلِعٌ، أي كثير التلفُّتِ حوله. ; وإناءٌ تَلِعٌ: لغةٌ في تَرِعٍ، أو لُثْغَةٌ. قال أبو عبيدة: التَلْعَةُ: ما ارتفع من الأرض، وما انهبط منها أيضاً، وهو عندَه من الأضداد. قال أبو عمرو: التِلاعُ: مجاري أعلى الأرض إلى بطون الأودية، واحدتها تَلْعَةٌ. ; وتَلَعَ النهار: ارتفع. ; وأَتْلَعَتِ الظبيةُ من كِناسِها، أي سَمَتْ بجيدها. ; ومتالع بضم الميم: جبل. قال لبيد: ; درس المنا بمتالع فأبان [[وعجزه: ; بالحبس بين البيد والسوبان * وقال ابن برى: عجزه: ; فتقادمت بالحبس فالسوبان:]] * أراد "" المنازل "" فحذف. ; وهو قبيح."
تلف,التَلَفُ: الهلاكُ. ; وقد تَلِفَ الشئ، وأتلفه غيره. ; والمتلف: المفازة. ; وذهبتْ نَفْسُ فلان تَلَفاً وطَلَفاً [[بالصاء كما هنا، وبالظاء المعجمة أيضا، كما في اللسان في مثل هذا الموضع]] بمعنىً واحد، أي هدراً. ; ورجُلٌ مِتْلافٌ، أي كثير الإتْلافِ لماله.
تلل,التَلُّ: واحد التِلالِ. ; ورجلٌ ضالٌّ تالٌّ، وجاءنا بالضَلالة والتَلالَةِ، وهو الضلالُ بن التَلالِ. ; وكلُّ ذلك إتباعٌ. ; والمِتَلُّ: الشديدُ. ; ويقال: رمحٌ مِتَلٌّ: يُتَلُّ به، أي يصرع به. قال لبيد: ; أعطف الجون بمربوع متل [[في نسخة أول البيت: ; رابط الجأش على فرجهم * والجون: اسم فرس.]] * أي [أعطفه بعنان شديد من أربع قوى [[التكملة من المخطوطة.]] ] ومعى رمح متل. ; وقولهم: ذهب يتال، أي يطلب لفرسه فحلا، وهو يفاعل. ; والتليل: العنق. ; والتلتلة: مشربة تتخذ من قِيقاءَة الطَلْع. ; وتَلْتَلَهُ، أي زعزعه وأقلقَه وزلزلَه. قال الأصمعي: التَلاتِلُ: الشدائدُ، مثل الزلازل، ومنه قول الراعي: واخْتَلَّ ذو المالِ والمُثْرونَ قد بَقِيَتْ على التَلاتِلِ من أموالهم عقد وتله للجبين، أي صرعه، كما تقول: كَبَّهُ لوجهه. ; وقولهم: هو بِتَلَّةِ سَوْءٍ، إنما هو كقولهم: ببيئة سَوءٍ، أي بحالة سوء.
تلم,التلام بفتح التاء: التلاميذ، وسقطت منه الذال.
تلن,التُلْنَةُ، بالضم وتشديد النون، والتَلُنَّةُ: الحاجة. يقال: لي قِبَلَكَ تلنة وتلنة أيضا، بفتح التاء وضمها. قال ابن السكيت: لى فيهم تَلُنّةٌ وتُلُنَّةٌ، أي لَبْثٌ. الأصمعيّ: يقال: تَلانَ، في معنى الآن. ; وأنشد [[الشعر لجميل بن معمر.]] : نَوِّلي قبل نأي داري جُمانا وصِلينا كما زعمتِ تَلانا [[بعده: إن خير المواصلين صفاء من يوافي خليله حيث كانا]] قال أبو عبيد: أصله لان زيدت عليها تاء، كما زيدت في تحين.
تمأر,اتمأر الشئ: طال واشتد، مثل اتمهل واتمأل. قال زهير بن مسعود الضبى: ثنى لها يهتك أسحارها * بمتمئر فيه تحريب -
تمر,"التَمْرُ: اسم جنسٍ، الواحدة منها تَمْرَةٌ، وجمعها تَمراتٌ بالتحريك: وجمع التمر تمور وتمران بالضم. ; ويراد به الأنواعُ، لأنَّ الجنس لا يجمع في الحقيقة. ; والتامِرٌ: الذي عنده التَمْرُ، يقال رجلٌ تامِرٌ ولابِنٌ، أي ذو تَمْرٍ ولبنٍ. ; وقد يكون من قولك، تَمَرْتُهُمْ فأنا تامِرٌ، أي أطْعَمْتُهُمْ التَمْرَ. ; والتَمَّارُ: الذي يبيعه. ; والتَمْريُّ: الذي يحبُّه. ; والمُتْمِرُ: الكثيرُ التَمْرِ. يقال: أَتْمَرَ الرجلُ، إذا كَثُرَ عنده التَمْرُ. ; والمَتْمورُ: المُزَوَّدُ تَمْراً. ; والتامورَةُ: الصَومَعَةُ. ; وقولهم فلانٌ أسدٌ في تامورَتِهِ: أي في عَرينه. ; والتامورَةُ: غِلاف القَلْب. ; والتامورَةُ: الإبريقُ. قال الأعشى يصف خمَّارةً: فإذا لها تامورَةٌ * مَرفوعَةٌ لشَرابِها - وما بالدار تامورٌ، أي أحدٌ، غير مهموز. ; والتامورُ: الدمُ، ويقال النَفْسُ. قال أوس: أُنْبِئْتُ أَنَّ بَني سحيم أدخلو [[ويروى: "" أولجوا "".]] * أبياتهم تامور نفس المُنْذِرِ - قال الأصمعيّ: يعني مُهجَةَ نفسه. ; وكانوا قتلوه. ; وقال آخر [[هو عمربن قعاس المرادى.]] : وتامور هرقت وليس خمرا * وحبة غير طاحية طحيت - وأكلنا جزرة - وهى الشاة السمينة - فما تركنا منها تامورا، أي شيئا. ; وأكل الذئب الشاة فما ترك منها تامورا. ; وما في الركية تامور، أي شئ من ماءٍ. ; وما بالدار تومُريٌّ بغير همز. ; وبلادٌ خلاءٌ ليس بها تومُريٌّ، أي أحدٌ. ; وما رأيت تومُرِيَّاً أحسنَ منها، للمرأة الجميلة، أي لم أرخلقا. ; وما رأيت تومُرِياً أحسنَ منه. ; وتَتْميرُ اللحم والتمر: تجفيفهما. ; وقال الشاعر يصف فرخة عقاب تسمى غبة: لها أشارير من لحم تتمره * من الثعالى ووخز من أرانيها [[هذا لا ينافى قول م رفى أرنب: لا يجوز أرانى في جمعه إلا في الشعر عند سيبويه. ; وأنشد لابي كاهل اليشكرى يشبه ناقته بعقاب: كأن رحلى على شغواء حادرة * ظمياء قد بل من طل خوافيها - لها أشارير.... الخ....]] - يقول: إنها صيد الارانب والثعالب، فأبدل من الباء فيهما ياء."
تمك,تَمكَ السَنامُ يَتْمُكُ تَمْكاً، أي طال وارتفع فهو تامِكٌ.
تمم,"تم الشئ تماما. ; وأتمه غيره وتممه واستتمه بمعنى. ; ومتمم بن نويرة: شاعر من بنى يربوع. ; وأتمت الحُبْلى فهي مُتِمٌّ، إذا تَمَّتْ أيامُ حَملها. ; وولدتْ لِتَمامٍ وتِمامٍ، ووُلِدَ المولود لتَمامٍ وتمامٍ. ; وقمرٌ تَمامٌ وتِمامٌ، إذا تَمَّ ليلةَ البدر. ; وليل التمامِ مكسور لا غير، وهو أطولُ ليلةٍ في السنة. ; وقال [[امرؤ القيس.]] : فَبِتُّ أكابدُ ليلَ التِما مِ والقلبُ من خَشْيَةٍ مُقْشَعِرُّ ويقال: أبى قائلها إلاَّ تما وتما وتما، ثلاث لغات، أي تماماً، ومضَى على قوله ولم يرجع عنه. ; والكسر أفصح، وقال [[هو الراعي.]] : ; حتى وردن لتم خمس بائص [[في نسخة بقية البيت: ; جدا تعاوره الرياح وبيلا * بائص: بعيد شاق. ; وبيل: وخيم.]] * أبو عبيد: التَميمُ: الشديد. ; والتَميمَة: عُوذَةٌ تعلَّق على الانسان. ; وفى الحديث: "" من علق تميمة فلا أتم الله له "". ; ويقال: هي خرزة. ; وأما المعاذات إذا كتب فيها القرآن وأسماء الله عز وجل فلا بأس بها. ; وتميم: قبيلة. ; وهو تميم بن مر بن أد ابن طابخة بن إياس بن مضر. ; والتمتام: الذى في تمتمة، وهو الذي يتردَّد في التاء. ; وتتاموا، أي جاءوا كلهم وتموا. ; والمستتم في شعر أبى دواد [[وبيت أبى دواد هو: فهى كالبيض في الاداحى لا يو هب منها لمستتم عصام أي هذه الابل كالبيض في الصيانة، وقيل =* = في الملاسة. لا يوهب منها لمستتم، أي لا يوجد فيها ما يوهب، لانها قد سمنت وألقت أوبارها. ; والمستتم: الذى يطلب التمة. ; والعصام: خيط القربة.]] ، هو الذى يطلب الصوف والوبر ليتم به نسج كسائه. ; والموهوب تمة."
تمه,"تمه الطعام بالكسر تمها: فسد. ; وقال أبو الجرّاح: تَمِهَ اللحمُ تماهة، وهو مثل الزهومة. ; وتمه اللبن: تغيرت رائحته. ; والتَمَهُ في اللبن كالنَمَسِ في الدسَم. ; وشاةٌ مِتْماةٌ: يَتْمَهُ لبنُها إذا حلب [[وفى نسخة: "" إذا حلبت سريعا "".]] . (*)"
تمهل,قال أبو زيد: اتْمَهَلَّ الشئ اتمهلالا، أي طال، ويقال اعتدل. ; وكذلك اتْمَأَلَّ واتْمأَرَّ، أي طال واشتد.
تنأ,تنأت بالبلد تنوءا: قطنته، والتانئ من ذلك. ; وهم تِناءُ البلد، والاسم التناءة.
تنر,التَنُّورُ: الذي يُخبَزُ فيه. ; وقوله تعالى: ; (وفارَ التَنُّورُ) *. قال على رضي الله عنه: هو وجهُ الارض.
تنف,التَّنُوفَةُ: المَفازَةُ. ; وكذلك التَنوفيَّة، كما قالوا دَوٌّ ودَوِيَّةٌ لأنها أرضٌ مثلها فنُسِب إليها. قال ابن أحمر: كَمْ دُونَ ليْلى من تَنُوفِيَّةٍ لمَّاعَةٍ تُنْذَرُ فيها النذر
تنم,التَنُّومُ: شجرٌ له حَملٌ صغارٌ، ينفلق عن حَبٍّ يأكله أهل البادية، الواحدة تنومة. قال زهير: أصك مصلم الاذنين أجنى له بالسى تنوم وآء
تنن,"التن بالسكر: الحتن. يقال: فلانٌ تِنُّ فلانٍ، وهما تِنَّانِ. قال ابن السكيت: أي هما مستويان في عقلٍ، أو ضعفٍ أو شدة، أو مروؤة. ; وأتن المرضُ الصبيّ، إذا قَصَعَهُ [[في المطبوعة الاولى: "" قصة "" صوابه من المخطوطة واللسان.:]] فهو لا يشبُّ. ; والتِنِّينُ: ضربٌ من الحيّات. ; والتِنِّينُ: موضعٌ في السماء."
تهته,التهتهة مثل اللكنة. ; والتهاته: الأباطيل والتُرَّهاتُ قال القطامي: ولم يكن ما ابْتَلَيْنا من مَواعِدِها * إلا التهاته والامنية السقما
تهر,التَيْهورُ من الرمل: ما له جرف، عن الاصمعي. ; وقال الشاعر: فطلعت من شمراخه تيهورة * شماء مشرفة كرأس الاصلع - والجمع تَياهيرُ وتَياهِرٌ. قال الراجز: كيف اهتدت ودونها الجزائر * وعقص من عالج تياهر - ويقال للرجل إذا كان ذاهباً بنفسه: به تيهٌ تيهور [[قوله تيه تيهور، أي بتنوين كل على الوصفية مبالغة وليس بالاضافة. قاله نصر.]] ، أي تائه.
تهم,تهامة: بلد، والنسبة إليه تهامى وتهام أيضا. إذا فتحت التاء لم تشدد، كما قالوا رجل يمان وشام، إلا أن الالف في تهام من لفظها، والالف في يمان وشآم عوض من ياءى النسبة. قال ابن أحمر: وكنّا وهُمْ كابْنَيْ سُباتٍ تَفَرَّقا سِوىً ثمّ كانا منجدا وتهاميا فألقى التهامى منهما بلَطاتِهِ وأَحْلَطَ هذا لا أريم مكانيا وقوم تهامون، كما قالوا يمانون. ; وقال سيبويه: منهم من يقول تهامى ويمانى وشامي بالفتح مع التشديد. ; والتهمة تستعمل في موضع تهامة، كأنها المرة في قياس قول الاصمعي. ; والتهم بالتحريك: مصدر من تهامة. ; وقال الراجز: نظرت والعين مبينة التهم إلى سنا نار وقودها الرتم شبت بأعلى عاندين من إضم وأتهم الرجل، أي صار إلى تهامة. ; وقال [[الممزق العبدى.]] : فان تتهموا أنجد خلافا عليكم وإن تعمنوا مستحقبى الحرب أعرق [[قال ابن برى: صواب إنشاد البيت: ; فإن يتهموا أنجد خلافا عليهم * على الغيبة لا على الخطاب، يخاطب بذلك بعض الملوك، ويعتذر لسوء بلغه عنه. ; وقبل البيت: أكلفتني أدواء قوم تركتهم فإلا تداركني من البحر أغرق أي كلفتني جنايات قوم أنا منهم برئ ومخالف لهم ومتباعد عنهم، إن أتهموا أنجدت =* = مخالفا لهم، وإن أنجدوا أعرقت، فكيف تأخذني بذنب من هذا حاله.]] والمتهام: الكثير الاتيان إلى تهامة. ; وقال: ألا انهماها إنها مناهيم وإننا مناجد متاهيم يقول: نحن نأتى نجدا ثم كثيرا ما نأخذ منها إلى تهامة. ; والتهمة أصلها الواو، فتذكر هناك.
توب,"التوبة: الرجوع من الذنب. ; وفي الحديث: "" النَدمُ توبَةٌ ""، وكذلك التَوْبُ مثله. ; وقال الأخفش: التَوْبُ جمع توبة، مثل عومة وعوم. ; وتاب إلى الله توبةً ومتاباً. ; وقد تاب الله عليه: وفقه لها. ; وفى كتاب سيبويه: التوبة على تفعلة: التوبة. ; واستتابه: سأله أن يتوب. ; والتابوت أصله تابوة، مثل ترقوة، وهو فعلوة، فلما سكنت الواو انقلبت هاء التأنيث تاء. قال القاسم بن معن: لم تختلف لغة قريش والانصار في شئ من القرآن إلا في التابوت، فلغة قريش بالتاء، ولغة الانصار بالهاء."
توت,التوت: الفرصاد، ولا تقل التُوث. ; والتُّوتِياءُ: حَجَرٌ يُكْتَحل به، وهو معرب.
توج,التاجُ: الإِكليلُ. تقول: تَوَجَّهُ فَتَتَوَّجَ، أي ألبسه التاجَ فلبِسهُ. يقال: العمائم تيجان العرب.
تور,"التَوْرُ: إناءٌ يشرب فيه. ; والتَوْرُ: الرسولُ بين القوم. قال ابن دريد: وهو عربيّ صحيح. ; وأنشد: والتّوْرُ فيما بَيْنَنا مُعْمَلُ * يرضى به المأتى [[ويروى: "" يرضى به الآتى "".]] والمرسل - أبو عمرو: فلان يُتارُ على أن يُؤْخَذَ، أي يدار على أن يؤخذ. ; وأنشد للمحاربي [[المحاربي هو عامر بن كثير.]] : لقد غضبوا على وأشقذونى * فصرت كأننى فرأ يتار - ويروى: "" متار "" مقلوب من متأر."
توس,التُّوسُ: الطبيعة والخيمُ. يقال: فلانٌ من توسِ صِدْقٍ، أي من أصل صدق.
توع,التوع: مصدر قولك: تعت السَمْنَ أو اللِبَأَ أَتوعُهُ، إذا كسرته بِقطعَةِ خبزٍ تَرفَعهُ بها.
توق,"تاقت نفسي إلى الشئ تَوْقاً وتَوَقاناً، أي اشْتاقَتْ. يقال: المرء تَوَّاقٌ إلى ما لم ينل. ; وأما قول الراجز: جاء الشتاء وقميصي أخلاق شراذم يضحك منه التواق فيقال: هو اسم ابنه. ; ويروى "" النواق ""."
تول,قال الفراء: التوَلَةُ والدوَلَةُ، مثال الهُمَزَةِ: الداهيةُ. يقال: جاءنا بتوَلاتِهِ ودوَلاتِهِ، وهي الدواهي. قال الخليل: التِوَلَةُ والتولَةُ، بكسر التاء وضمها، شبيهٌ بالسحر. قال الأصمعي: التولة: ما تحبب به المرأة إلى زوجها. ; وقال ابن الأعرابي: فلانا لذوتولات، إذا كان ذا لُطْفٍ وتَأَتٍّ حتّى كأنه يسحر صاحبه.
توم,التومة بالضم: واحدة التوم، وهى حبة تعمل من الفضة كالدرة. ; وقول ذى الرمة: وحتى أتى يوم يكاد من اللظى به التوم في أفحوصه يتصيح قال أبو عبيد: يعنى البيض.
توى,"التَوُّ: الفردُ. ; وفي الحديث: "" الطوّافُ تَوٌّ، والسعيُ تَوٌّ، والاستجمار تو "". ; ووجه فلان من خيله بألفٍ تَوٍّ، يعني بألف رجل، أي بألف واحد. ; وجاء الرجل تَوّاً، إذا جاء وحده. ; والتَوى مقصورٌ: هلاكُ المال. يقال: تَويَ المال بالكسر يتوى توى، وأتواه غيره. ; وهذا مال تو على فعل."
تيح,تاح له الشئ، وأتيح له الشئ، أي قدر له. ; وأتاح الله له الشئ، أي قَدَّرَهُ له. ; ورجلٌ مِتْيَحٌ، أي يَعْرِض فيما لا يَعْنيه. قال الراعي: أَفي أَثَرِ الأَظْعانِ عَيْنُك تَلْمَحُ * نَعَمْ لاتَ هَنَّا إنَّ قلبك متيح والتيحان [[قال أبو العلاء: يروى بكسر الياء وفتحها]] مثله. ; وقال سوار بن المضرب السعدى: بذبى الذم عن حسبى بمالى * وزبونات أشوس تيحان وتاح في مَشْيِهِ، إذا تَمايَلَ. ; وفَرَسٌ مِتْيَحٌ وتَيَّاحٌ وتَيّحانٌ، إذا اعْتَرَض في مِشْيِهِ نَشاطاً ومال على قطريه.
تير,"التَيَّارُ: الموجُ. قال عَدِيٌّ: ; كالبحر يقذف بالتيار تيارا [[صدره: ; عف المكاسب ما تكدى حسافته * ويروى: "" حسيفته "" أي غيظه وعداوته. الحسافة: الشئ القليل، وأصله ما تساقط من التمر. يقول: إن كان عطاؤه قليلا فهو كثير بالاضافة إلى غيره. ; وصواب إنشاده. * يحلق بالتيار تيارا:]] ويقال: قطع عِرقاً تيَّاراً، أي سريع الجرْيَةِ. ; وفعل ذلك تارةً بعد تارةً، أي مرَّةً بعد مرَّةٍ، والجمع تارات وتير، وهو مقصور من تيار كما قالوا قامات وقيم، وإنما غير لاجل حرف العلة، ولولا ذلك لما غير. ألا ترى أنهم قالوا في جمع رحبة رحاب، ولم يقولوا رحب. قال الشاعر: ; يقوم تارات ويمشى تيرا * وربما قالوه بحذف الهاء. قال الراجز: ; بالويل تارا والثبور تارا * وأتاره، أي أعاده مرة بعد أخرى."
تيز,التيَّازُ: الرجل القصير المُلَزَّزُ الخلق. قال القطامى: إذا التياز ذو العَضَلات قُلْنا * إليكَ إليكَ ضاق بها ذراعا [[قبله: فلما أن جرى سمن عليها * كما بطنت بالفدن السياعا * أمرت بها الرجال ليأخذوها * ونحن نظن أن لا تستطاعا:]] * وتاز السهم في الرمية، أي اهتز فيها.
تيس,"التَيْسُ من المَعْزِ، والجمع تيوس وأتياس [[وأتيس أيضا.]] قال الهذلى [[مالك بن خالد الخناعى ديوان الهذليين 3: 2]] : من فوقه أنسر سود وأغربة * وتحته [[يروى: "" ودونه "".]] أعنز كلف وأتياس * والتياس: الذى يمسكه. يقال للذكر من الظباء أيضاً: تَيْسٌ، وللأنثى: عنزٌ. ; والمَتْيُوساءُ: التُيوسُ. ; ويقال: اسْتَتْيَسَتِ العنزُ، كما يقال: استنوق الجمل. ; وفى فلان تيسية، وناس يقولون: تيسوسية وكيفوفية، ولا أدرى ما صحتهما."
تيع,"تاع القئ يتيع تيعا، أي خرج. ; وأتاع الرجل، أي قاء، فهو متيع، والقئ متاع. قال القطامى وذكر الجراحات: وظلت تعبط [[في الاصل: "" تغيظ ""، صوابه من اللسان.]] الايدى كلوما * تمج عروقها علقا متاعا * وتاع الشئ يتيع، أي سال على وجه الأرض. ; والتَتايُع: التهافتُ في الشرِ واللَجاجُ. ; ولا يكون التَتايعُ إلاّ في الشرّ. ; والسكرانُ يَتَتايَعُ، أي يرمي بنفسه. ; والريحُ تتتايع باليبيس. قال أبو ذؤيب: ومفرهة عنس قدرت لساقها * فخرت كما تتايع الريح بالقفل [[ويروى "" تتابع "" بالباء الموحدة.]] * وتتايع البعير في مشيه، إذا حرَّكَ ألواحه. ; والتيعَةُ بالكسر: أربعون من الغنم. ; وفي الحديث: "" في التيعة شاة ""."
تيم,"تيم الله: حى من بكر، يقال لهم اللهازم. ; وهو تيم الله بن ثعلبة بن عكابة. ; وتيم الله في النمر بن قاسط. ; ومعنى تيم الله عبد الله، وأصله من قولهم: تيمه الحب، أي عبده وذلله، فهو متيم. ; ويقال أيضا: تامَتْهُ فلانةُ. قال لقيط بن زُرارَةَ: تامتْ فؤادَكَ لو يَحْزُنْكَ ما صَنَعَتْ إحدى نساءِ بني ذهل بن شيبانا وتيم في قريش رهط أبى بكر الصديق رضى الله عنه، وهو تيم بن مرة بن كعب ابن لؤى بن غالب بن فهر بن مالك بن النضر. ; وتيم بن غالب بن فهر أيضا من قريش، وهم بنو الادرم. ; وتيم بن عبد مناة بن أد بن طابخة بن إلياس ابن مضر. ; وتيم بن قيس بن ثعلبة بن عكابة. ; وتيم بن شيبان بن ثعلبة بن عكابة، في بكر. ; وتيم بن ضبة. ; وتيم اللات أيضا في ضبة. ; وتيم اللات أيضا في الخزرج من الانصار، وهم تيم اللات بن ثعلبة، واسمه النجار. ; وأما قول امرئ القيس: ; بنو تيم مصابيح الظلام [[صدره: ; أقر حشا امرئ القيس بن حجر:]] * فهم بنو تيم بن ثعلبة من طيئ. ; والتيمة بالكسر: الشاة التي يحلبها الرجلُ في منزله وليست بسائمة. ; وفي الحديث: "" التيمَةُ لأهلها "". تقول منه: أتَّامَ الرجل يتام ايتاما، إذا ذبح تيمته. ; وهو افتعل. قال الحطيئة: فما تتام جارة آلِ لأْيٍ ولكنْ يضمَنون لها قراها والتيماء: الفلاة. ; وتيماء: اسم موضع."
تين,التين: هذا الذى يؤكل رطبا ويابسا، الواحدة تينة. ; وقوله تعالى: (والتين والزيتون) قال ابن عبّاس رضي الله عنهما: هو تينكم وزيتونكم هذا. ; ويقال: هما جبلان بالشأم.
تيه,تاهَ يَتيهُ تَيْهاً. ; وهو أَتْيَهُ الناس. ; وتاهَ في الأرض، أي ذهب متحيّراً، يَتيهُ تَيْهاً وتَيَهاناً [[في اللسان: يتيه توها وتيها وتيها وتيهانا. ; (281 - صحاح - 6)]] . ; وتَيَّهَ نفسه وتَوَّهَ بمعنىً، أي حَيَّرها وطَوَّحها. ; وما أَتْيَهَهُ وأَتْوَهَهُ. ; وتاهَ، أي تكبّر. ; وما أَتْيَهَ فلاناً وما أَطْيَحَهُ. ; والتيهُ: المفازةُ يُتاهُ فيها، والجمع أَتْياهٌ وأَتاويهُ. ; وفلاةٌ تَيْهاءُ، وأرضٌ مَتيَهَةٌ، مثال معيشة وأصله مفعلة.
ثأب,"الاثأب: شجر، الواحدة أثابة. قال الكميت: وغادرنا المقاول في مكر * كخشب الاثأب المتغطر سينا والثؤباء ممدود. ; وفى المثل "" أعدى من الثوباء "". تقول منه تَثاءَبْتُ، على تَفاعَلْتُ، ولا تقل تثاوبت."
ثأثأ,ثَأْثَأْتُ الإبل، إذا أرويتها. قال الراجز [[وفى اللسان: أنشده المفضل.]] : إنك لن تثأثئ النهالا * بمثل أن تدارك السجالا الأصمعي: ثأثأتُ عن القوم: دَفَعْت عنهم. ; ولَقيتُ فلاناً فتثأثأت منه، أي: هبته. أبو عمرو: أثأته بسهم إثاءة: رميته. ; والكسائي مثله.
ثأج,الثؤاج: صياح الغنم. ; وأنشد أبو زيد في كتاب الهمز: ; وقد ثأجوا كثؤاج الغنم * وهى ثائجة، والجمع ثوائج وثائجات.
ثأد,[ثاد] الثأدُ: النَدى والقُرُّ. قال ذو الرمة: فبات يشئزه ثأد ويسهره * تذؤب الريح والوسواس والهضب - وقد يحرَّك. ; ومكانٌ ثَئِدٌ، أي نَدٍ. ; ورجلٌ ثَئِدٌ، أي مقرورٌ. ; والثَاْداء: الأَمَةُ، مثل الدَأْثاءِ، على القلب، قال الشاعر الكميت: وَما كُنَّا بَني ثَأْداَء لَمَّا * شَفَيْنا بالاسنة كل وتر - وكان الفراء يقول: الثأداء والسحناء، لمكان حروف الحلق. ; وقال أبو عبيد: ولم أسمع أحدا يقولهما بالتحريك غيره. قال ابن السكيت: وليس في الكلام فعلاء بالتحريك إلا حرف واحد، وهو الثأداء، وقد يسكن، يعنى في الصفات. ; وأما الاسماء فقد جاء فيه حرفان: قرماء وجنفاء، وهما موضعان.
ثأر,الثَأْرُ والثُؤْرَة: الذَحْلُ. يقال: ثأرت القتيل وبالقتيل ثأرا وثؤرة، أي قَتَلْتُ قاتِلَهُ. قال الشاعر: شفيتُ به نفسي وأدركت ثُؤْرَتي * بني مالك هل كنتُ في ثُؤْرَتي نِكْسا - والثائر: الذي لا يبقى على شئ حتى يدرك ثَأْرَهُ. ; ويقال أيضاً هو ثَأْرُهُ، أي قاتل حميمه. قال جرير: ; قتلوا أباك وثَأرُهُ لم يقتل [[صدره: ; وامدح سراة بنى فقيم إنهم]] * وقولهم: يا ثاراتُ فلان، أي ياقتلة فلان. ; ويقال: ثأرتك بكذا، أي أدركتُ به ثأري منك. ; واثأرت من فلان، أي أدركت منه، وأصله اثتأرت، فأدغم [[فأدغمت التاء في الثاء وشددت، وهو افتعال.]] . قال لبيد: والنيب إن تعرمنى رمة خلقا * بعد الممات فإنى كنت أثتر - والثأر المنيم: الذى إذا أصابه الطالب رضيَ به فنامَ بعده. ; واسْتَثْأَرَ فلانٌ: استغاث ليُثأر بمقتوله. قال الشاعر: إذا جاء مستثئر كان نصره * دعاء: أَلا طيروا بكلِّ وأي نَهْدِ -
ثأط,"الثَأْطَةُ: الحَمْأَةُ، والجمع ثَأْطٌ. ; وفي المثل: "" ثَأْطَةٌ مُدَّتْ بماء ""، يضربُ للرجل يشتد مُوقُهُ وحمقُه، لأنَّ الثَأْطَةَ إذا أصابها الماءُ ازدادت فسادا ورطوبة."
ثأل,الثوءلول: واحد الثآليل.
ثأي,الكسائي: ثَئِيَ الخَرْزُ يَثْأَى. ; وأَثْأَيْتَهُ أنا، إذا خَرَمْتَهُ. ; والثَأَيُ: الخَرْمُ والفتقُ. قال جرير: هو الوافِدُ الميمونُ والراتِقُ الثأَي * إذا النَعلُ يوماً بالعشيرة زَلّتِ وأَثْأَيْتُ في القوم: جَرَّحْتُ فيهم. قال الشاعر: يالك من عيش ومن إثْآءِ [[في اللسان: ; يالك من غيث ومن إثآء:]] * يُعْقِبُ بالقتل وبالسِباءِ
ثبا,"الاصمعي: ثبيت على الشئ تثبية، أي دمت عليه. ; قال أبو عمرو: التَثْبيَةُ: الثناء على الرجل في حياته. ; وأنشدا جميعاً بيتَ لبيد: يُثَبِّي ثَناءً من كريمٍ وقولُهُ * ألاَ انْعَمْ على حُسْنِ التحيةِ واشْرَبِ [[بعده يصف شرابا: فمهما يغض منه فإن ضمانه * على طيب الاردان غير مسبب جميل الاسى فيما أتى الدهر دونه * كريم النثا حلو الشمائل معجب]] والثُبَةُ: الجماعةُ: وأصلها ثُبَيٌ، والجمع ثُباتٍ وثُبونَ وثِبونَ وأثابيُّ. قال الراجز [[هو حميد الارقط.]] : ; دُونَ أَثابِيَّ من الخيل زُمَرْ [[الرجز: كأنه يوم الرهان المحتضر * وقد بدا أول شخص ينتظر دون أثابى من الخيل زمر * ضار غدا ينفض صئبان المدر ويروى: "" صيبان المطر ""، أي باز ضار.]] * والثُبَةُ أيضاً: وسط الحوض الذي يَثوب إليه الماء، والهاء ها هنا عوض من الواو الذاهبة من وسطه لان أصله ثوب، كما قالوا أقام إقامة وأصله إقواما، فعوضوا الهاء من الواو الذاهبة من عين الفعل. (*)"
