word,definition
سرل,"السراويل معروف، يذكر ويؤنث، والجمع السراويلات. قال سيبويه: سراويل واحدة، وهى أعجمية أعربت فأشبهت من كلامهم ما لا ينصرف في معرفة ولا نكرة، فهى مصروفة في النكرة [[قوله: "" فهى مصروفة في النكرة "" ليس من قول سيبويه كما قال الكعبرى في شرح ديوان المتنبي في الموضع التى شرح فيه: "" وأعف عما في سراويلاتها ""، وكما نص عليه ابن برى.:]] . قال: وإن سميت بها رجلا لم تصرفها، وكذلك إن حقرتها اسم رجل، لانها مؤنث على أكثر من ثلاثة أحرف، مثل عناق. ; وفي النحويين من لا يصرفه أيضا في النكرة، ويزعم أنه جمع سروال وسروالة، وينشد: عليه من اللؤم سروالة [[عجزه: ; فليس يرق لمستعطف]] * ويحتج في ترك صرفه بقول ابن مقبل: ; فتى فارسي في سراويل رامح [[صدره: ; أتى دونها ذب الرياد كأنه]] والعمل على القول الاول، والثانى أقوى. ; وسرولته: ألبسته السراويل، فَتَسَرْوَلَ. ; وحمامةٌ مُسَرْوَلَةٌ: في رجليها ريشٌ. ; ويقال: فرسٌ أبلقُ مُسَرْوَلٌ، للذي يجاوز بياضُ تحجيله إلى العضدين والفخذين."
سرم,السَرْمُ: مخرجُ الثُفْلِ، وهو طرف المعيَ المستقيمِ، كلمةٌ مولَّدةٌ.
سرمد,السرمد: الدائم.
سرمط,"السَرَوْمَطُ: الطويلُ من الإبل وغيرها. قال لبيد يصف زق خمر اشترى جزافا: بمجتزف جون كأن خفاءه [[في اللسان: "" ومجتزف "".]] * قرى حبشي بالسرومط محقب *"
سرمق,السَرْمَقُ بالفتح: ضربٌ من النبت.
سرهد,سَرْهَدْتُ الصبيَّ سَرْهَدَةً، أي أحسنت غذاءه. ; وربما قيل لشحم السَنام سَرْهَدٌ. ; وسَنامٌ مسرْهَدٌ، أي سمين.
سسم,الساسَمُ، بالفتح: شجرٌ أسود. قال النمر ابن تولب: إذا شاء طالع مسجورة ترى حولها النبع والساسما
سطا,السَطْوَةُ: القهر بالبطش. يقال: سطابه [[سطا من باب عدا.]] . ; والسطوة: المرة الواحدة، والجمع السَطَواتُ. ; والفحلُ يَسْطُو على طَروقته. أبو عمرو: السّاطي: الذي يغتلم فيخرج من إبل إلى إبل. ; وقال [[زياد الطماحى.]] : ; هامته مثل الفنيق الساطى [[قبله: قام إلى عذراء بالغطاط * يمشى بمثل قائم الفسطاط * بمكفهر اللون ذى حطاط]] * قال الاصمعي: الساطى من الخيل: البعيد الشَحْوة وهي الخطوة. ; وسَطا الراعي على الناقة، إذا أدخَل يدَه في رحمها ليُخرج ما فيها من الوَثْرِ، وهو ماء الفحل. ; وإذا لم يخرجْ لم تَلقَحِ الناقة. ; وسَطا الفرسُ، أي أبعد الخطو. ; وسَطا الماء: كثُر. ; وفرسٌ ساطٍ: يَسْطو على سائر الخيل، ويقال: هو الذي يرفع ذنبه في حضره.
سطح,السَطْح معروف، وهو من كل شئ أعلاه. ; وسطح الله الأرضَ سَطْحاً: بَسَطَها. ; وتَسْطيح القبْرِ: خلاف تَسْنيمه. ; وأَنْفٌ مُسَطَّحٌ: مُنْبَسِطٌ جداً. ; والسَطيحة والسَطيحُ: المَزادَةُ. ; والسَطيح: المُسْتَلْقي عَلى قَفاه من الزَمانَةِ. ; وسطيح: كاهن بنى ذئب، يقال: كان لاعظم فيه سوى رأسه. ; وانْسَطَحَ الرجُل: امتدّ على قفاهُ ولم يتحرك. ; والسُطَّاحُ، بالضم والتشديد: نَبْتٌ، الواحد سُطّاحَةٌ. ; والمِسْطَحُ: الصَفاةُ يحاط عليها بالحجارة فيجتمع فيها الماء. ; والمِسْطَحُ أيضاً: عَمودَ الخِباءِ. قال الشاعر [[مالك بن عوف النضرى.]] : تعرض ضيطارو خزاعة دوننا * وما خير ضيطار يقلب مسطحا والمسْطَحُ: الموضع الذي يُبْسَطُ فيه التَمر ويُجَفّف، يُفتح مِيمُه ويُكْسَر. أبو عمرو: اسلنطح الشئ: طال وعرض.
سطر,"السطر: الصف من الشئ. يقال: بَنى سَطْراً، وغَرَسَ سَطْراً. ; والسَطْرُ: الخَطُّ والكتابة، وهو في الأصل مصدرٌ [[وبابه نصر.]] . ; والسَطَرُ بالتحريك مثله. قال جرير: مَنْ شاَء بايَعْتُهُ مالي وخُِلْعَتَهُ * ما تُكْمِلُ [["" ما تكمل الخلج "" في ديوانه.]] التَيمُ في ديوانهم سَطَرا - والجمع أَسْطارٌ، مثل سبب وأسباب. قال رؤبة: إنى وأسْطارٍ سُطِرْنَ سَطرا * لَقائلٌ يا نصر نصرا نَصْراً - ثم يجمع على أساطيرَ. ; وجمع السطر أسطر وسطور، مثل أفلس وفلوس. ; والاساطير: الأباطيل، الواحد أُسْطورَةٌ، بالضم، وإسْطارَةٌ بالكسر. ; وسطر يسطر سطرا: كتب. ; واسْتَطَرَ مثلُه. ; والمُسَيْطِرُ والمُصَيْطِرُ: المسلَّط على الشئ ليشرف عليه ويتعهد أحواله ويكتب عمله. ; وأصله من السطر لان الكتاب مسطر والذى يفعله مُسَطِّرٌ ومُسَيْطِرٌ. يقال: سَيْطَرْتَ علينا. ; وقال الله تعالى: ; (لَسْتَ عليهم بمُسَيْطِرٍ) *. ; وسَطَرَهُ، أي صَرَعَهُ. ; والمِسْطارُ، بكسر الميم: ضربٌ من الشَراب فيه حموضة. ; وبالصاد أيضاً."
سطع,سَطَعَ الغُبارُ والرائحةُ والصبحُ، يَسْطَعُ سُطوعاً، إذا ارتفع. ; والسَطيعُ: الصبح. ; والسطع بالتحريك: طول العنق ؛ نَعامةٌ سَطْعاءُ. ; والسِطاعُ: سمةٌ في عُنق البعير بالطول، يقال بعيرٌ مُسَطَّعٌ. ; والسِطاعُ أيضاً: عمود البيت. قال القطامي: أَلَيْسُوا بالأُلى قَسَطوا جميعاً * على النُعْمانِ وابْتَدَروا السطاعا
سطل,السَطْلُ معروفٌ [[وهو الطست.]] ، والسَيْطَلُ مثله.
سطم,"يقال: فلانٌ في أَسْطُمَّةِ قومه، أي في وسَطهم وأَشْرافِهِمْ. ; وقال [[رؤبة.]] : ; وصلت من حنظلة الاسطما * ويروى بالصاد. ; وأسطمة الحسب: وسطه ومجتمعه. ; والاطسمة مثله على القلب. ; وقال: يا ليتها قد خرجت من فمه حتى يعود الملك في أسطمه أي في أهله وحقه. ; والجمع الاساطم. ; وتميم تقول أساتم، تعاقب بين الطاء والتاء فيه. ; والاسطم: مجتمع البحر. ; والسِطامٌ: حدُّ السيف. ; وفي الحديث: "" العربُ سطامُ الناس "" أي حدهم."
سطن,الاسطوانة معروفة، والنون أصلية، وهو أفعوالة مثل أقحوانة، لانه يقال أساطين مسطنة. ; وكان الاخفش يقول: هو فعلوانة، وهذا يوجب أن تكون الواو زائدة وإلى جنبها زائدتان والالف والنون وهذا لا يكاد يكون وقال قوم: هو أفعلانة، ولو كان كذلك لما جمع على أساطين، لانه ليس في الكلام أفاعين. ; وجمل أسطوان، أي مرتفع. ; وقال: ; جَرَّبْنَ منَي أُسْطُواناً أَعْنَقا [[بعده: ; يعدل هدلاد بشدق أشدقا:]]
سعب,قال الأصمعي: فُوهُ يَجْري سعابيب وثعابيب، وهو أن يجريَ منه ماءٌ صاف فيه تمدد. قال ابن مقبل: يعلون بالمرد قوش الورد ضاحية * على سعابيب ماء الضالة اللجز [[الورد ضبطت في اللسان بالفتح وقال: ومن خفض الورد جعله من نعته. قال ابن برى: هذا تصحيف بيع فيه الجوهرى ابن السكيت، وإنما هو اللجن بالنون، من قصيدة نونية. ; وقبله: من نسوة شمس لا مكره عنف * ولا فواحش في سر ولا علن]] أراد اللزج فقلبه.
سعبق,"السَنْعبَق [[وكذا في القاموس. ; والذى في اللسان: "" السعبق ""]] : نبتٌ خبيث الريح، عن أبى حنيفة."
سعتر,السَعْتَرُ: نبتٌ، وبعضهم يكتبه بالصاد في كتب الطب، لئلا يلتبس بالشعير.
سعد,"السَعْدُ: اليُمْنُ. تقول: سَعَدَ يومنا، بالفتح يَسْعَدُ سُعوداً. ; والسُعودَةُ: خلافُ النُحوسَةِ. ; واسْتَسْعَدَ الرجل برؤية فلانٍ، أي عدّه سَعْداً [[في المختار: "" عده سعيدا "".]] . ; والسَعادَةُ: خلاف الشَقاوَةِ. تقول منه: سَعِدَ الرجل بالكسر، فهو سعيد، مثل سلم فهو سليم. ; وسعد بالضم فهو مسعود. ; وقرأ الكسائي: ; (وأما الذين سعدوا) *. ; وأسعده الله فهو مَسْعودٌ، ويقال مُسْعَدٌ، كأنَّهم استَغنوا عنه بِمَسْعودٍ. ; والإسعادُ: الإعانةُ. ; والمساعدة: المعاونة. ; وقولهم: لبيك وسعديك، أي إسْعاداً لك بعد إسْعادٍ. ; وسُعودُ النجومِ عشرةٌ: أربعةٌ منها في برج الجَدي والدلْو يَنْزِلها القمر، وهي سَعْدُ الذابِح، وسعدُ بُلَعَ، وسعدُ الأخْبِيَةِ، وسعدُ السُعودِ، وهو كوكبٌ منفردٌ نَيِّرٌ. ; وأما الستَّة التي ليست من المنازل فسَعْدُ ناشِرَةَ، وسَعْدُ المَلِك، وسَعْدُ البِهامِ، وسعدُ الهُمامِ، وسعدُ البارِعِ، وسَعْدُ مَطَرٍ. ; وكلُّ سَعْدٍ من هذه الستّة كوكبان، بين كلِّ كوكبين في رأي العين قَدْرُ ذراعٍ، وهي متناسقةٌ. ; وأما سَعْدُ الأخبيةِ فثلاثة أنجم كأنَّها أَثافِيُّ، ورابع تحت واحد منهن. ; وفى العرب سعود قبائل شتى: منها سعد تميم، وسعد هذيل، وسعد قيس، وسعد بكر. قال الشاعر [[هو طرفة بن العبد.]] : رأيت سعودا من شعوب كثيرة * فلم أر [[في اللسان: "" فلم ترعيني مثل "".]] سعدا مثل سعد بن مالك - وفى المثل: "" بكل واد بنو سعد ""، قاله الاضبط بن قريع السعدى لما تحول عن قومه وانتقل في القبائل، فلما لم يحمدهم رجع إلى قومه وقال: "" بكل واد بنو سعد ""، يعنى سعد بن زيد مناة بن تميم. ; وأما سعد بن بكر فهم أظآر رسول الله صلى الله عليه وسلم، وهو سعد بن بكر بن هوازن. ; وبنو أسعد: بطن من العرب، وهو تذكير سعدى. ; وقولهم في المثل: "" أسعد أم سعيد "" إذا سئل عن الشئ أهو مما يحب أو يكره. يقال: أصله أنهما ابنا ضبة بن أد، خرجا فرجع سعد وفقد سعيد، فصار مما يتشاءم به. ; والسعيدية من برود اليمن. ; والسعدان: نبت، وهو من أفضل مراعي الإبل. ; وفي المثل: "" مَرْعىً ولا كالسَعْدانِ ""، والنون زائدة لانه ليس في الكلام فعلال، غير خزعال وقهقار، إلا من المضاعف. ; ولهذا النبت شوك يقال له حسك السعدان، وتشبه به حلمة الثدى، يقال له سعدانة الثندؤة. ; والسَعْدانةُ: كِرْكِرَةُ البعير. ; وأَسفلَ العُجايَة هَنَاتٌ كأنها الأظفار تسمَّى السَعْداناتُ. ; والسَعْدانَةُ أيضاً: عقدةُ الشِسْعِ التي تلى الارض، وكذلك العقد التى في أسفل كفَّة الميزان. ; وساعِدا الإنسان: عَضُداهُ. ; وساعِدا الطائر: جناحاه. ; وساعدة من أسماء الاسد، واسم رجل. ; والسواعد: مجاري الماء إلى النهر أو البحر، ومجاري المخّ في العظم. ; والسُعْدُ بالضم، من الطِيب. ; والسُعادى مثله. ; وبنو ساعدة: قوم من الخررج، ولهم سقيفة بنى ساعدة، وهى بمنزلة دار لهم. ; وأما قول الشاعر: وهل سعد إلا صخرة بتنوفة * من الارض لا يدعو لغى ولا رشد - فهو اسم صنم كان لبنى مالك [[في اللسان: "" ملكان "".]] بن كناية."
سعر,"سَعَرْتُ النارَ والحربَ: هيَّجْتهما وألهبْتهما. ; وقرئ: ; (وإذا الجَحيمُ سُعِرَتْ) * و * (وسُعِّرَتْ) * أيضاً بالتشديد، للمبالغة. ; وسَعَرْناهُمْ بالنَبْلِ، أي أحرقناهم وأَمضَضْناهم. ; ويقال: ضَرْبٌ هَبْرٌ، وطعنٌ نَتْرٌ [[نتر، بالتاء المثناة من فوق. ; وفى المطبوعة الاولى واللسان "" نثر "" تحريف.]] ، ورَمْيٌ سَعْرٌ. ; والمِسْعَرُ والمِسْعارُ: الخشب الذي تُسْعَرُ به النار. ; ومنه قيل للرجل: إنَّه لمِسْعَرُ حربٍ، أي تُحْمَى به الحربُ. ; والمِسْعرُ أيضاً: الطويل. ; ومسعر بن كدام المحدث، جعله أصحاب الحديث "" مسعرا "" بالفتح، للتفاؤل. ; ومساعر الابل: آباطها وأرفاغها. ; واسْتَعَرَ الجَرَبُ في البعير، إذا ابتدأ بمساعره. قال الشاعر ذو الرمة: ; قريع هجان دس منه المساعر [[في ديوانه: وقد لاح للساري سهيل كأنَّه * قريعُ هِجانٍ عارضَ الشَوْلَ جافر -]] * واستعرت النار وتسعرت، أي توقَّدت. ; واسْتَعَرَ اللصوصُ، كأنَّهم اشتعلوا. ; والسعير: النار. ; والسعير في قول الشاعر [[رشيد بن رميض العنزي.]] : حلفت بمائرات حول عوض * وأنصاب تركن لدى السعير - قال ابن الكلبى: هو اسم صنم كان لعنزة. ; والسعار بالضم: حَرُّ النار وشدّة الجوع أيضاً. ; وقوله تعالى: ; (إن المجرمين في ضَلالٍ وسُعُرٍ) *، قال الفراء: العناءُ والعذابُ خاصّةً. ; والسُعُرُ أيضاً: الجنون. يقال: ناقةٌ مَسْعُورَةٌ أي مجنونة. ; وقوله تعالى: ; (وكَفى بجَهَنَّمَ سَعيراً) * قال الإخفش: هو مثل دَهينٍ وصَريعٍ، لأنَّك تقول: سُعِرَتْ فهي مَسْعورَةٌ. ; وسَعَرْتُ اليوم في حاجتي، أي طُفْتُ. ابن السكيت: يقال سَعَرَهُمْ شرَّاً، أي أَوْسَعَهُمْ. قال: ولا يقال: أسعرهم. ; وسمى الاسعر الجعفي بقوله: فلا تدعني الاقوام من آل مالك * إذا أنا لم أسعر عليهم وأثقب [[في المخطوطة: "" أسعر وأثقب "".]] - والسعرارة: الهباء في الشمس. ; والسِعْرُ: واحد أَسعارِ الطعام. ; والتسعير: تقدير السعر. ; واليستعور، الذى في شعر عروة [[هو قوله: أطعت الآمرين بصرم سلمى * فطاروا في عضاه اليستعور -]] : موضع، ويقال شجر. ; وسعر الرجل فهو مَسْعورٌ، إذا ضربته السَمومُ. ; والسُعْرَةُ: لونٌ إلى السواد."
سعسلق,السعسلق: أم السعالى. قال الاعور [[ابن براء.]] : ; مستسعلات كسعالي السعسلق * عن أبى زياد.
سعط,السَعوطُ: الدواءُ يُصَبُّ في الأنف. ; وقد أَسْعَطْتُ الرجلَ فاسْتَعَطَ هو بنفسه. المُسْعَطُ [[وكمنبر.]] : الإناء يُجْعَلُ فيه السَعوطُ، وهو أحد ما جاء بالضم ممَّا يُعْتَمَلُ به. ; ويقال: أَسْعَطْتُهُ الرمحَ مثل أَوْجَرْتُهُ، إذا طعنتَه به في صدره. ; والسَعيطُ: دُرْدِيُّ الخمر. قال الشاعر: وطِوالُ القرونِ في مُسْبَكِرٍّ * أُشْرِبَتْ بالسعيط والسياب [[السياب بياء تحتية ثم موحدة، كشداد ورمان: البلح أو البسر.]]
سعع,"تسعسع الرجل، أي كبر حتّى هرِم وولَّى. قال رؤبة: ; يا هِنْدُ ما أسرع ما تَسَعْسعا [[وقبله: ; قالت ولم تأل به أن يسمعا * وبعده: ; من بعد ما كان فتى سرعرعا * (155 - صحاح - 3)]] * ومنه قولهم: تسَعْسَعَ الشهرُ، إذا ذهب أكثره. ; وفي حديث عمر رضي الله عنه "" أنه سافر في عقب رمضان وقال: إن الشهر قد تسعسع، فلو صمنا بقيته "". ; وتسعسعت حال فلان، إذا انحطت. قال الفراء: يقال سَعْسَعْتُ بالمِعْزى، إذا زجرتها وقلت لها: سع سع."
سعف,السَعْفَةُ بالتسكين: قروحٌ تَخرج برأس الصبي، تقول منه: سُعِف الغلامُ، فهو مَسعوفٌ. ; والسَعَفَةُ بالتحريك: غصنُ النخلِ، والجمع سَعَفٌ. ; والسَعَفُ أيضا: التشعث حوله الاظفار. ; وقد سَعِفَتْ يَدُهُ بالكسر، مثل سَئِفَتْ. قال ابن السكييت: السعف داء يأخذ في أفواه الإبل كالجرَب يتمعّط منه خرطومها وشعر عينها. يقال ناقةٌ سعفاءُ وبعيرٌ أَسْعَفُ، وقد سُعِفَ. ; ومثله في الغنم الغرب. ; والاسعف من الخيل: الاشيب الناصيَة، فإذا ابيضّتْ كلها فهو الاصبغ. ; وأسعفت الرجال بحاجته، إذا قضَيتَها له. ; والمُساعَفةُ المواتاةُ والمساعدةُ.
سعل,سَعَلَ يَسْعُلُ سُعالاً [[وسعلة وبه سعلة.]] . ; والمَسْعَلُ: موضعه من الحلق. ; والسعلاة: أخبث الغيلان، وكذلك السعلاء، يمد ويقصر، والجمع السَعالي [[والسعليات. ; (218 - صحاح - 5)]] . ; واسْتَسْعَلَتِ المرأة: صارت سِعْلاةً، إذا صارت صخَّابةً بَذِيَّةً.
سعم,"السَعْمُ: ضربٌ من سيرِ الإبل. ; وقد سَعَمَ يَسْعَمُ. ; وناقةٌ سعوم. ; وقال: ; يتبعن نظارية سعوما * قوله "" نظارية ""، إبل منسوبة إلى بنى النظار وهم قول من عكل."
سعن,السُعْنُ: بالضم قِربةٌ تُقطع من نصفها ويُنْبَذُ فيها، وربَّما استقى بها كالدلوا، وربما جعلت المرأة فيها غَزْلها وقُطْنها. ; والجمع سعنة، مثل غصن وغصنة. ; وقولهم: ماله سعنة ولا معنة، بالفتح، أي شئ.
سعى,"سَعى الرجل يَسْعى سَعْياً، أي عدا، وكذلك إذا عمل وكسب. ; وكل من ولى شيئا على قوم فهو ساعٍ عليهم، وأكثر ما يقال ذلك في وُلاةِ الصَدقة. يقال: سَعى عليها، أي عمل عليها ؛ وهم السُعاةُ. قال الشاعر [[عمرو بن العداء الكلبى.]] : (*) سعى عقالا فلم يترك لنا سَبَداً * فكيف لو قد سعى عمرو عقالين والمَسْعاةُ: واحدة المَساعي في الكرم والجود. ; والسعو بالكسر: الساعة من الليل. يقال: مضَى من الليل سعو وسعواء مثله. ; وساعانى فلان فسعيته أسعيه، إذا غلبتَه فيه. ; وسعى به إلى الوالي، إذا وشى به. ; وسعى المُكاتَبُ في عِتْقِ رقبته سِعايَةً. ; واسْتَسْعَيْتُ العبْد في قيمته. ; وتقول: زنى الرجلُ وعَهَر. فهذا قد يكون بالحرة والامة. ; ويقال في الامة خاصة: قد ساعاها ؛ ولا تكون المُساعاةُ إلاّ في الإماء. ; وفي الحديث: "" إماء ساعين في الجاهلية "". ; وأتى عمر رضى الله عنه برجل ساعى أمة."
سغب,سَغِبَ بالكسر يَسْغَبُ سَغَباً * أي جاع، فهو ساغِبٌ وسَغْبانُ وامرأةٌ سَغْبى. ; ويتيمٌ ذو مَسْغَبَةٍ، أي ذو مجاعة.
سغبل,[[سغبل، المناسب تقديمه على (سغل) كما فعل المجد. ; وكذلك يقال في سفرجل مع سفل.]] سغبل الطعام، إذا أذمه بالإهالة أو بالسَمْن. ; وسَغْبَلَ رأسه بالدهن، أي رواه.
سغغ,سغسغت الشئ في التراب: دسسته فيه. تسغسغ في الارض، أي دخل. قال رؤبة: ; إنْ لم يعقنى عائق التسغسغ [[قبله: ; إليك أرجو من نداك الاسبغ * وبعده: ; في الارض فارقبني وعجم المضغ:]] * يعنى الموت. ; وسَغْسَغْتُ الطعام: أوسعته دسَماً. ; وسَغْسَغْتُ رأسي، إذا وضعتَ عليه الدهن بكفك وعصرته ليتشرب وأصله سغغته بثلاث غينات، إلا أنهم أبدلوا من الغين الواسطي سينا، فرقا بين فعلل وفعل. ; وإنما زادوا السين دون سائر الحروف لان في الحرف سينا. ; وكذلك القول في جميع ما أشبهه من المضاعف، مثل لقلق وعثعث وكعكع.
سغل,السَغِلُ: المضطربُ الأعضاءِ السيِّئُ الخُلُقِ والغذاءِ. يقال: صبيٌّ بيِّن السغل. قال سلامة ابن جندل يصف فرسا: ليس بأسفى ولا أقنى ولا سغل يُسْقَى دَواَء قَفِيِّ السَكْنِ مربوبِ ويقال: هو المتخدد المهزول. ; والمُسْمَغِلَّةُ بزيادة الميم: الناقةُ الطويلةُ.
سفت,سفت الشراب بالكسر يسفته سفتا، إذا أكثر منه فلم يرو.
سفح,سَفْحُ الجبل: أسفلُه حيثُ يَسْفَح فيه الماءُ، وهو مُضْطَجَعُهُ. ; وقول الاعشى: ترتعي السفح فالكثيب فذا قا * ر فروض القطا فذات الرئال: هو اسم موضع بعينه. ; وسَفَحْتُ الماء: هَرَقْتُه. ; وسَفَحْتُ دَمَه: سفكته. ; ورجل سَفَّاحٌ: أي قادر على الكلام. ; والسفاح: لقب عبد الله بن محمد، أول خليفة من بنى العباس. ; والسفاح: الزنى. تقول: سافَحَها مُسافَحَةً وسِفاحاً. ; والسَفيحانِ: جوالِقان يُجعلان كالخُرْج. ; والسَفيح: سَهْمٌ من سهام المَيْسر مما لا نَصيب له.
سفد,السِفادُ: نَزْوُ الذكر على الأنثى. ; وقد سَفِدَ بالكسر يَسْفَدُ سِفاداً. يقال ذلك في التَيسِ، والبعير، والثور، والسباع، والطير. ; وسَفَدَ بالفتح لغة فيه، حكاها أبو عبيدة. ; وأسفده غيره. ; وتَسافَدَت السباعُ. ; والسَفَّودُ، بالتشديد: الحديدةُ التى يشوى بها اللحم.
سفر,"السَفَرُ: قطعُ المسافة، والجمع الأَسْفارُ. ; والسَفَرُ أيضاً: بَياضُ النهار. قال الساجعُ: "" إذا طَلَعَتِ الشِعْرى سَفَراً [[بعده: "" لم ترفيها مطرا ""، كما في اللسان. ; (87 - صحاح - 2)]] "". ; والسَفَرَةُ: الكَتَبةُ قال الله تعالى: ; (بأيدى سفرة) *، قال الاخفش: واحدهم سافر، مثل كافر وكفرة. ; والسفر بالكسر: الكتاب، والجمع أَسْفارٌ. قال الله تعالى: ; (كَمَثَلِ الحِمارِ يَحْمِلُ أَسْفاراً) *. ; والسُفْرَةُ بالضم: طعامٌ يُتَّخَذُ للمسافر. ; ومنه سمِّيَتْ السُفْرَةُ. ; والسَفيرُ: ما سقَطَ من ورق الشجر وتَحاتَّ. يقال: إنَّما سمِّي سَفيراً لأنّ الريح تَسْفِرُهُ، أي تكنُسه. ; والمِسْفَرَةُ: المِكْنسةُ. ; والرياحُ يُسافِر بعضُها بعضاً، لأنَّ الصَّبا تُسْفِرُ ما أَسْدَتْهُ الدَبورُ، والجنوبُ تُلْحِمُهُ. ; والسَفيرُ: الرسولُ المصلِحُ بين القوم، والجمع سفراء، مثل فقيه وفقهاء. ; وسفرت بين القوم أَسْفِرُ سِفارَةً: أصلحْتُ. ; وسَفَرْتُ الكتابَ أَسْفِرُهُ سَفْراً. ; وسَفَرَتِ المرأةُ: كشفَتْ عن وجهها، فهي سافِرٌ. ; ومَسافِرُ الوجه: ما يَظهر منه. قال الشاعر امرؤ القيس: ثيابُ بني عَوْفٍ طَهارى [[في المطبوعة الاولى: "" طهار "" تحريف.]] نَقِيَّةٌ * وأوجههم بيض المسافر [[في ديوانه: "" بيض المشاهد "".]] غران - وسفرت البيت: كَنَسْتُهُ. ; والسُفارَةُ بالضم: الكُناسَةُ. ; ويقال: سَفَرْتُ أَسْفِرُ سُفوراً: خرجْت إلى السَفَرِ: فأنا سافِرٌ، وقومٌ سفر مثل صاحب وصحب، وسفار مثل راكب وركاب. ; وقد كثرت السافرة لموضع كذا، أي المُسافِرونَ. ; وسافَرْتُ إلى بلدة كذا مُسافَرَةً وسِفاراً. قال الشاعر حسان: لولا السِفارُ وبُعْدُ خَرْقٍ مَهْمَهٍ * لَتَرَكْتُها تَحْبو على العُرْقوبِ - والسِفارُ أيضاً: حديدةٌ تُوضَع على أنفِ البعيرِ مكان الحَكَمَةِ من أنف الفرس، وربَّما كان خيطاً يُشَدُّ على خطام البعير ويُدارُ عليه ويُجْعَلُ بقيَّتُه زماماً. ; والجمع سُفُرٌ. قال الأخطل: ومُوَقِّع أَثَرُ السِفارِ بِخَطْمِهِ * من سُودِ عَقة أو بني الجَوَّال [[في المطبوعة الاولى: "" من سوء ""، صوابه من اللسان.]] - تقول منه: سَفَرْت البعيرَ. ; وبعيرٌ مِسْفَرٌ وناقةٌ مِسْفَرَةٌ: قويان على السَفَرِ. ; وأَسْفَرَ الصبحُ، أي أضاء. ; وفى الحديث: "" أسفروا بالفجر، فإنه للاجر ""، أي صلوا صلاة الفجر مُسْفِرينَ، ويقال: طوِّلوها إلى الإسْفارِ. ; وأَسْفَرَ وجهُه حُسْناً، أي أشرقَ. ; والإسْفارُ أيضاً: الانحسارُ. يقال: أَسْفَرَ مُقَدَّمُ رأسه من الشَعَرِ. ; وسفار، مثل القطام: اسم بئر. قال الفرزدق: متى ما تَرِدْ يوماً سَفارِ تجد بها * أديهم يرمى المستجيز المعورا [[يروى: "" المغورا "". ; والمستجيز: المستقى. ; والجواز: السقى بعينه.]]"
سفرجل,السفرجل معروف، والجمع سفارج.
سفسر,قال أبو عبيد: السفسير بالفارسية: السمسار. ; وأنشد للنابغة [[ويروى لاوس بن حجر.]] : وقارفت وهى لم تجرب وباع لها * من الفصافص بالنمى سفسير [[قال ابن دريد: والنمى بالضم والكسر: فلوس كانت تتخذ بالحيرة في أيام ملك بنى نصر بن المنذر. الفصافص جمع فصفص: الفت الرطب. ; وباع لها: اشترى لها.]] وقال ابن السكيت السفسير: الفيج والتابع.
سفط,السَفَط: واحد الأَسْفاطِ. ; والسَفيط: السخى الطيب النفس. قال الراجز [[حميد الارقط.]] : ماذا ترجين من الاريط * ليس بذى حزم ولا سفيط * قال أبو زيد: يقال أموالهم سفيطة بينهم، أي مختلطة. حكاه عنه يعقوب. ; والاسفنط: ضرب من الاشربة، فارسيُّ معربٌ. ; وقال الأصمعي: هي بالرومية. قال الاعشى وكأن الخمر العَتِيقَ من الإسْ‍ * فَنْطِ ممزوجةً بماء زلال
سفع,"سَفَعْتُ بناصيته، أي أخذتُ. قال الشاعر [[هو عمرو بن معد يكرب، كما في تفسير أبى حيان 18: 491.]] : قومٌ إذا فَزِعوا الصَريخَ [[في اللسان: "" إذا سمعوا، وفى الاساس: "" إذا نقع الصريخ "".]] رَأَيْتَهُمْ * من بين مُلْجِمِ مُهْرِهِ أو سافِعِ * ومنه قوله تعالى: {لَنَسْفَعاً بالناصِيَةِ} [[أي لنأخذن بالناصية إلى النار. ; ويقال: به سفعة من النار.]] . ; ويقال: به سَفْعَةٌ من الشَيطان، أي مَسٌّ، كأنَّه أخذ بناصيته [[في المطبوعة: "" بناصيته "".]] . ; وسَفَعَتْهُ النارُ والسمومُ، إذا لفحته لفحاً يسيراً فغيَّرتْ لونَ البشرة. ; والسَوافِعُ: لوافحُ السَمومِ. ; والسُفْعةُ بالضم: سَوادٌ مُشْربٌ حُمرةً. ; والرجلُ أَسْفَعُ. ; ومنه قيل للأثافي: سُفْعٌ [[لان النار سودت صفاحها التى تلى النار.]] . ; والسُفْعَةُ أيضاً في آثار الدار: ما خالف من سوادها سائرَ لون الأرض. ; والسُفْعَةُ في الوجه: سوادٌ في خدَّي المرأة الشاحبة، ويقال للحمامة سَفْعاءُ، لما في عنقها من السُفْعَةِ. قال حميد بن ثور: من الورق سفعاء العلاطين باكرت * فروع أشاء مطلع الشمس أسحما * والصُقورُ كلُّها سُفْعٌ. ; وسَفَعَ الطائرَ: لطمَه بجناحيه. ; والمُسافَعَةُ، كالمطاردة. قال الأعشى [[يصف الصقر.]] : يُسافِعُ وَرْقاَء جُونِيَّةٌ * ليدركَها في حمام ثكن [[في اللسان: "" ورقاء غورية "". ; والجونى بضم الجيم: ضرب من القطا. ; وثكن: جماعات.]]"
