word,definition
حَوَّجَ,"[ح و ج]. (فعل: رباعي لازم، متعد بحرف). حَوَّجْتُ، أُحَوِّجُ، حَوِّجْ، مصدر تَحْوِيجٌ. ""حَوَّجَ بِهِ عَنِ الطَّرِيقِ"" : عَوَّجَ بِهِ، مَالَ بِهِ عَنْهُ."
أحْوَجَ,"[ح و ج]. (فعل: رباعي لازم متعد بحرف). أحْوَجَ، يُحْوِجُ، مصدر إِحْوَاجٌ. ; 1. ""أَحْوَجَ إِلَيْهِ"" : اِفْتَقَرَ. ; 2. ""أحْوَجَهُ إِلَى طَلبِ الْمُسَاعَدَةِ"" : جَعَلَهُ مُحْتَاجاً إلَيْهَا. ; 3. ""أحْوَجَ الْعَدُوَّ عَلَى إِنْهَاءِ الحِصَارِ"" : أَرْغمَهُ عَلَى، أَلْجَأَهُ إِلَى."
حَوْجٌ,"[ح و ج]. (مصدر حاجَ). ; 1. ""بِهِ حَوْجٌ"" : اِفْتِقَارٌ. ; 2. ""حَوْجاً لكَ"" : أَيْ سَلامَةً، عبارَةٌ تُقَالُ لِلْعَاثِرِ فِي الدُّعاءِ."
إِحْوَاجٌ,"[ح و ح]. (مصدر أَحْوَجَ). ""إِحْوَاجُ الرَّجُلِ"" : جَعْلُهُ مُحْتَاجاً، إِرْغَامُهُ."
حادَ,"[ح و د]. (فعل: ثلاثي لازم، متعد بحرف). حُدْتُ، أَحودُ، حُدْ، مصدر حَوْدٌ. ""حادَ عَنْهُ"" : مال عَنْهُ."
اِسْتَحْوَذَ,"[ح و ذ]. (فعل: سداسي لازم، متعد بحرف). اِسْتَحْوَذَ، يَسْتَحْوِذُ، مصدر اِسْتِحْوَاذٌ. ; 1.""اِسْتَحْوَذَ عَلَى كُلِّ اللُّعَبِ"" : اِسْتَوْلَى عليهاكَأَنَّها في مِلْكِهِ. ""اِسْتَحْوَذَ عَلى مُمْتَلَكاتِ غَيْرِهِ"". ; 2.""اِسْتَحْوَذَ عَلَيْهِ الشَّكُّ"" : غَلَبَ عَلى فِكْرِهِ، أَخَذَهُ. ""اِسْتَحْوَذَتْ عَلَيْهِ فِكْرَةُ الانْتِقَامِ"" المجادلة آية 19 اِسْتَحْوَذَ عَلَيْهِمُ الشَّيْطَانُ فَأنْساهُمْ ذِكْرَ اللَّهِ (قرآن)."
اِسْتِحْوَاذٌ,"[ح و ذ]. (مصدر اِسْتَحْوَذَ). ""الاسْتِحْوَاذُ عَلَى أَمْلاَكِ الغَيْرِ"" : الاسْتِيلاَءُ عَلَيْهَا."
حُوذِيٌّ,"[ح و ذ]. ; 1. ""يَسِيرُ الحُوذِيُّ خَلْفَ إبِلِهِ"" : المسْتَحِثُّ الإبِلَ أَوِ الدَّوَابَّ عَلَى السَّيْرِ. ""اِرْتَفَعَ صَوْتُ الحُوذِيِّ بِمَوَّالٍ"". ; 2. ""حُوذِيُّ عَرَبَةِ الخَيْلِ"" : سَائِقُهَا."
حَوَرٌ,"[ح و ر]. (صف). ""فِي عَيْنَيْهَا حَوَرٌ"" : شِدَّةُ بَيَاضِ العَيْنِ مَعَ شِدَّةِ سَوَادِهَا. ""تَألَّقَتْ عَيْنَاهَا حَتَّى بَدَا حَوَرُهُمَا سَاطِعاً"" (ن. محفوظ) ; إنَّ العُيُونَ الَّتِي فِي طَرْفِهَا حَوَر ... ... قَتَلْنَنَا ثُمَّ لَمْ يَحْيِينَ قَتْلاَنَا"
حَوِرَ,"[ح و ر]. (فعل: ثلاثي لازم). حَوِرَ، يَحْوَرُ، مصدر حَوَرٌ. ; 1. ""حَوِرَتْ عَيْنُهُ"" : اِشْتَدَّ بَيَاضُ بَيَاضِهَا وَسَوادُ سَوَادِهَا، أيْ كانَتْ حَوْراءَ. ; 2.""حَوِرَتِ الْمَرْأةُ"": كَانَتْ حَوْرَاءَ. ; 3. ""حَوِرَ الظَّبْيُ أوِ الغَزَالُ"" : كَانَ أَحْوَرَ."
حارَ,"[ح و ر]. (فعل: ثلاثي لازم، متعد بحرف). حُرْتُ، أَحورُ، حُرْ، مصدر حَوْرٌ، مَحارٌ، مَحارَةٌ. ; 1.""حارَ الرَّجُلُ"" : تَحَيَّرَ. ; 2.""حارَ عَنِ الشَّيْءِ"" : رَجَعَ عَنْهُ. ; 3.""حارَ إلى الشَّيْءِ"" : رَجَعَ إِلَيْهِ."
حارَ,"[ح و ر]. (فعل: ثلاثي لازم متعد). حُرْتُ، أَحورُ، حُرْ، مصدر حَوْرٌ. ; 1.""حارَ الثَّوْبَ"" : نَظَّفَهُ، غَسَلَهُ. ; 2.""حارَ الطَّعامُ"": نَقَصَ. ; 3.""حارَ البَيْعُ"" : كَسَدَ."
اِحْوَرَّ,"[ح و ر]. (فعل: خماسي لازم). اِحْوَرَّ، يَحْوَرُّ، مصدر اِحْوِرَارٌ. ""أَحَرَّرَتْ العَيْنُ فَازْدَادَ جَمَالُها"" : اِشْتَدَّ بَيَاضُهَا وَسَوَادُ سَوَادِهَا."
تَحَاوَرَ,"[ح و ر]. (فعل: خماسي لازم). تَحَاوَرْتُ، أَتَحَاوَرُ، تَحَاوَرْ مصدر تَحَاوُرٌ. ; 1.""تَحَاوَرَ الْمُعَلِّمُ مَعَ تَلاَمِيذِهِ"": حَاوَرَهُمْ، أَجْرَى مَعَهُمْ حِوَاراً، نِقَاشاً. ; 2.""أَرَادُوا أَنْ يَتَحَاوَرُوا لِحَسْمِ الْمُشْكِلِ"" : أَيْ أَنْ يَتَنَاقَشُوا لِيَتَفَاهَمُوا، أَنْ يَتَجَادَلُوا."
أحَارَ,"[ح و ر]. (فعل: رباعي متعد). أَحَرْتُ، أُحيرُ، أحِرْ، مصدر إِحَارَةٌ. ; 1.""أحَارَ الجَوابَ"" : رَدَّهُ. ""لَمْ يَحِرْ جَوَابًا"" : أَيْ لَمْ يَرُدَّ جَواباً. ; 2.""أَحارَ الجَمَلَ"" : نَحَرَهُ، ذَبَحَهُ."
حَوَّرَ,"[ح و ر]. (فعل: رباعي متعد). حَوَّرْتُ، أُحَوِّرُ، حَوِّرْ، مصدر تَحْوِيرٌ. ; 1. ""حَوَّرَ الثَّوْبَ"" : بَيَّضَهُ، غَسَلَهُ. ; 2.""حَوَّرَ القِرْصَ"" : دَوَّرَهُ بِالمِحْوَرِ. ; 3. ""حَوَّرَهُ اللَّهُ"" : خَيَّبَهُ وأَعَادَهُ إلَى النَّقْصِ. ; 4. ""حَوَّرَ الأدِيمَ"" : صَبَغَهُ بِحُمْرَةٍ. ; 5.""حَوَّرَ الكَلامَ"" : غَيَّرَهُ، عَدَّلَهُ. ""عَلَيْكَ أنْ تُحَوِّرَ مَوْضُوعَكَ قَليلاً، بَعْضَ التَّحْويرِ""."
حاوَرَ,"[ح و ر]. (فعل: رباعي متعد). حاوَرْتُ، أُحاوِرُ، حاوِرْ، مصدر مُحاوَرَةٌ، حِوارٌ. ; 1.""حاوَرَهُ في مَوْضوعٍ يَهُمُّهُ"" : ناقَشَهُ، بادَلَهُ الرَّأْيَ. ; 2.""يَصْعُبُ عَلَيَّ أَنْ أُحاوِرَهُ، إِنَّهُ عَنيدٌ"" : أَنْ أُجادِلَهُ، أَنْ أُباحِثَهُ. الكهف آية 37 قالَ لَهُ صاحِبُهُ وَهُوَ يُحاوِرُهُ . (قرآن)."
مِحْوَرِيٌّ، مِحْوَرِيَّةٌ,"[ح و ر]. (مَنْسُوبٌ إِلَى المِحْوَرِ). ; 1.""جِهَازٌ مِحْوَرِيٌّ"" : جِهَازٌ مَرْكَزِيٌّ تَرْتَبِطُ بِهِ الأَجْهِزَةُ الأُخْرَى. ; 2.""شَخْصِيَّةٌ مِحْوَرِيَّةٌ"" : رَئِسَةٌ أَورَئِيسِيَّةٌ، مَرْكَزِيَّةٌ. ""شَخْصِيَّةٌ مِحْوَرِيَّةٌ فِي الرِّوَايَةِ"" ""قَضِيَّةٌ مِحْوَرِيَّةٌ""."
اِحْوِرَارٌ,"[ح و ر]. (مصدر اِحْوَرَّ). ""اِحْوِرَارُ العَيْنِ"": اِشْتَدَّ بَيَاضُهَا وَسوَادُ سَوادِها."
إِحَارَةٌ,"[ح و ر]. (مصدر أحَارَ).""إِحَارَةُ الجوَابِ"": رَدُّهُ."
تَحَاوُرٌ,"[ح و ر]. (مصدر تَحَاوَرَ). ; 1.""اِخْتَارُوا التَّحَاوُرَ فِيمَا بَيْنَهُمْ "" : إِجْرَاءُ الحِوَارِ فِيمَا بَيْنَهُمْ. ; 2.""وَجَدُوا فِي التَّحَاوُرِخَيْرَ وَسِيلَةٍ لِحَلِّ نِزَاعِهِمْ"" : التَّجَادُلِ، التَّفَاهُمِ عَنْ طَرِيقِ الحِوَارِ."
حِوَارٌ,"[ح و ر]. (مصدر حَاوَرَ). ; 1. ""جَرَى بَيْنَهُمَا حِوَارٌ"" : نِقَاشٌ، جِدَالٌ. ; 2. ""لَمْ يَكُنِ الحِوَارُ مَعَهُ مُجْدِياً"" : الْمُحَادَثَةُ. ; 3. ""اِعْتَمَدَ حِوَارُ الرِّوَايَةِ عَلَى الجِدِّيَّةِ وَالسُّخْرِيَةِ"": مَا تَتَحَاوَرُ بِهِ شَخصِيَّاتُ الرِّوَايَةِ ومَا شَابَهَ ذَلِكَ مِنْ كَلامٍ. ""الحِوَارُ عُنْصُرٌ مِنَ العَنَاصِرِ الفَنِّيَّةِ لِلْقِصَّةِ وَالْمَسْرَحِيَّةِ وَالرِّوَايَةِ""."
مَحَارٌ,[ح و ر]. ; 1.: الْمَرْجِعُ. ; 2.: (تش). حَنَكُ الإِنْسَانِ.
حَوْزاءُ,"[ح و ز]. ""اِشْتَدَّتِ الحَوْزَاءُ"" : الحَرْبُ. إذْ تَحُوزُ المحَارِبِينَ، أيْ تَجْمَعُهُمْ وَتَضُمُّهُمْ."
حازَ,"[ح و ز]. (فعل: ثلاثي متعد بحرف). حُزْتُ، أَحوزُ، حُزْ، مصدر حَوْزٌ، حِيازَةٌ. ; 1.""حازَ الفَريقُ نَصْراً بَيِّناً"" : حَصَلَ عَلَيْهِ. ""يَحوزُ شَرَفَ العِلْمِ والتَّفَقُّهِ في الدِّينِ"".(محمد عبده). ; 2.""حازَتِ الْمَرْأَةُ طِفْلَها إلى صَدْرِها"" : ضَمَّتْهُ إِلَيْها. ; 3.""حازَتْ آراؤُهُ إِعْجابَ الحاضِرينَ"" : نالَتْ. ; 4.""يَحوزُ الرَّاعِي غَنَمَهُ في الْمَرْعَى"" : يَجْمَعُها وَيَقودُها، يَسوقُها على مَهْلٍ."
اِنْحازَ,"[ح و ز]. (فعل: خماسي لازم، متعد بحرف). اِنْحَزْتُ، أَنْحازُ، مصدر اِنْحِيازٌ. ; 1.""اِنْحازَ إِلَيْهِ"" : مالَ إِلَيْهِ، أَيَّدَهُ في ما ذَهَبَ إِلَيْهِ. ""اِخْتارَ أَنْ يَنْحازَ إلى مَوْقِفِهِ"". ; 2.""اِنْحازَ عَنْهُ"" : عَدَلَ. ; 3.""اِنْحازَ سُكَّانُ الحَيِّ"" : تَرَكوا دُورَهُمْ إلى دُورٍ أُخْرى. ; 4.""اِنْحازَ الجَيْشُ"" : اِنْهَزَمَ."
تَحَوَّزَ,"[ح و ز]. (فعل: خماسي لازم متعد بحرف). تَحَوَّزْتُ، أَتَحَوَّزُ، تَحَوَّزْ، مصدر تَحَوُّزٌ. ; 1.""تَحَوَّزَ عَنِ الخَطَرِ"": تَنَحَّى عَنْهُ. ; 2.""تَحَوَّزَتِ الحَيَّةُ"" : تَلَوَّتْ. ; 3.""تَحَوَّزَ الرَّجُلُ"" : أَرَادَ القِيَامَ فَثَقُلَ عَلَيْهِ. ; 4.""تَحَوَّزَ أَمْلاَكاً جَدِيدَةً"" : مَلَكَهَا، ضَمَّهَا إِلَى مَا يَمْلِكُ ."
حَوَّزَ,"[ح و ز]. (فعل: رباعي متعد بحرف). حَوَّزْتُ، أُحَوِّزُ، حَوِّزْ، مصدر تَحْوِيزٌ. ; 1.""حَوَّزَ الدَّوابَّ إلَى الْمَاءِ"" : سَاقَهَا إلَيْهِ. ; 2. ""حَوَّزَ الأَمْرَ"" : أحْكَمَهُ."
اِنْحِيازٌ,"[ح و ز]. (مصدر اِنْحازَ). ; 1.""أَحْكامُهُ لا تَعْرِفُ انْحِيازاً لأَحَدٍ"" : مُحاباةً. ; 2.""الدُّوَلُ العَرَبِيَّةُ مِنْ بُلْدانِ عَدَمِ الانْحِيازِ"": الْمُحايَدَةُ، غَيْرُ مُنْحازَةٍ لأَيِّ مُعَسْكَرٍ."
تَحَوُّزٌ,"[ح و ز]. (مصدر تَحَوَّزَ). ; 1.""التَّحَوُّزُ عَنِ الْمَخَاطِرِ"": التَّنَحِّي عَنْهَا. ; 2.""تَحَوُّزُ الحَيَّةِ"" : تَلَوِّيهَا. ; 3.""تَحَوُّزُ أَرَاضٍ جَدِيدَةٍ"" : مِلْكُهَا، ضَمُّهَا إِلَى مَا يَمْلِكُ مِنْ أَرَاضٍ ."
حَوْزٌ,"[ح و ز]. (مصدر حَازَ). ; 1. ""سَوْقٌ حَوْزٌ"" : رُوَيْدٌ، أَوْ شَدِيدٌ. ; 2. ""هَذَا فِي حَوْزِهِ"" : فِي مِلْكِهِ. ; 3.""أرْضُ حَوْزٍ"" : أَرْضٌ أُقِيمَ حَوْلَهَا حَاجِزٌ. ; 4.: الطَّبِيعَةُ مِنْ خَيْرٍ أَوْ شَرٍّ. ; 5.""لَيْلَةُ الحَوْزِ"" : أوَّلُ لَيْلَةٍ تُوَجَّهُ فِيهَا الجِمالُ إلَى الْمَاءِ إذَا كَانَتْ بَعِيدَةً."
حَيِّزٌ,"[ح و ز]. ; 1. ""لاَزِمْ حَيِّزَكَ"" : مَكَانَكَ. ; 2. ""حَيِّزٌ مِنَ الدَّارِ"" : مَا هُوَ مُلْحَقٌ بِهَا. ; 3. ""هَذا الْمَشْرُوعُ فِي حَيِّزِ التَّنْفِيذِ"" : فِي طَرِيقِ التَّنْفِيذِ. ; 4. ""يَعِيشُ فِي حَيِّزِهِ"" : فِي كَنَفِهِ، فِي حِيَازَتِهِ. ; 5.""ظَهَرَ إلَى حَيِّزِ الوُجُودِ"" : إلَى مَجَالِ الوَاقِعِ. ; 6.""هَذَا لَيْسَ فِي حَيِّزِ الإِمْكَانِ"" : لَيْسَ فِي حُدُودِ الإِمْكَانِ."
حَوْزَةٌ,"[ح و ز]. ; 1.""الكِتَابُ فِي حَوْزَتِهِ"" : بَيْنَ يَدَيْهِ، فِي مَكْتَبَتِهِ، في مِلْكِهِ . ; 2. ""يُدَافِعُ عَنْ حَوْزَةِ الوَطَنِ"" : عَنِ حِيَاضِ الوَطَنِ. ; 3. ""حَوْزَةُ الإسْلاَمِ"" : حُدُودُهُ وَنَواهِيهِ."
تَحْوِيشٌ,"[ح و ش] . (مصدر حَوَّشَ). ""تَحْوِيشُ الأَثَاثِ"" : تَجْمِيعُهُ. ""تَحْوِيشُ الْمَالِ"" ""تَحْوِيشُ الإِبِلِ"". ; تَحْوِيلٌ - [ح و ل]. (مصدر حَوَّلَ). ; 1.""تَحْوِيلُ الأَثَاثِ مِنْ غُرْفَةٍ إِلَى غُرْفَةٍ أُخْرَى"" : نَقْلُهُ. ; 2.""تَحْوِيلُ الوَجْهِ"" : غَضُّ الطَّرْفِ. ; 3.""تَحْوِيلُ الهَدَفِ"" : تَغَيُّرُ اتِّجَاهِهِ. ; 4.""تَحْوِيلُ الْمَوْضُوعِ إِلَى غَيْرِهِ"" : إِحَالَتُهُ. ; 5.""تَحْوِيلُ قَدْرٍ مِنَ الماَلِ إِلَى حِسَابِهِ"" : نَقْلُهُ إِلَى حِسَابِهِ. ; 6."" تَحْوِيلُ الدُّولاَرِ إِلَى الدِّرْهَمِ"": تَبْدِيلُهُ."
حاشَ,"[ح و ش]. (فعل: ثلاثي متعد). حُشْتُ، أَحوشُ، حُشْ، مصدر حَوْشٌ. ; 1.""حاشَ الرَّاعِي أَغْنامَهُ"" : جَمَعَها وَسَاقَها. ; 2.""حاشَ القَوْمُ الصَّيْدَ"" : جاءوا مِنْ حَوالَيْهِ لِيَصْرِفوهُ إلى الْمِصْيَدَةِ. ; 3.""حاشَ الطَّعامَ"" : أَكَلَ مِنْ جَوانِبِهِ. ; 4.""حاشَ الشُّرْطِيُّ اللِّصَّ"" : أَلْقَى القَبْضَ عَلَيْهِ."
حَوَّشَ,"[ح و ش]. (فعل: رباعي لازم متعد). حَوَّشْتُ، أُحَوِّشُ، حَوِّشْ، مصدر تَحْوِيشٌ. ; 1. ""حَوَّشَ الأثَاثَ وَسَطَ الدَّارِ"" : جَمَّعَهُ. ""حَوَّشَ الْمَالَ"". ; 2. ""حَوَّشَ الإبِلَ"" : جَمَعَهَا وَسَاقَهَا. ; 3. ""حَوَّشَ المحارِبُ"" : تَشَجَّعَ، تَأهَّبَ، اِسْتَعَدَّ."
حَوْشٌ,"[ح و ش]. (مصدر حَاشَ) ""حَوْشُ الدَّارِ"" : شِبْهُ حَظِيرَةٍ تُوضَعُ فِيهَا الدَّوَابُّ."
حِيَاصَةٌ,"[ح و ص]. ""شَدَّ حِيَاصَةَ دَابَّتِهِ"" : حِزَامَهَا الَّذِي يُشَدُّ بِهِ السَّرْجُ."
حاضَ,"[ح و ض]. (فعل: ثلاثي لازم متعد). حُضْتُ، أَحوضُ، حُضْ، مصدر حَوْضٌ. ; 1.""حاضَ الماءَ"" : جَمَعَهُ. ; 2.""حاضَ الرَّجُلُ"" : اِتَّخَذَ حَوْضاً."
حَوَّضَ,"[ح و ض]. (فعل: رباعي لازم متعد). حَوَّضْتُ، أُحَوِّضُ، حَوِّضْ، مصدر تَحْوِيضٌ. ; 1. ""حَوَّضَ البَنَّاءُ"" : عَمِلَ حَوْضاً. ; 2. ""حَوَّضَ الْمَاءَ"" : جَمَعَهُ. ; 3. ""حَوَّضَ حَوْلَ الأَمْرِ"" : دَارَ حَوْلَهُ."
حَوْطَةٌ,"[ح و ط]. ""اِتَّخَذَ حَوْطَةً"" : اِحْتِياطاً."
حاطَ,"[ح و ط]. (فعل: ثلاثي لازم متعد بحرف). حُطْتُ، أَحوطُ، حُطْ، مصدر حَوْطُ، حَيْطَةٌ، حِيطَةٌ. ; 1.""حاطَ بِالْمَوْضوعِ"" : أَحاطَ بِهِ، تَناوَلَهُ مِنْ كُلِّ جَوانِبِهِ. ; 2.""حاطَتِ الأُمُّ ابْنَها"" : تَعَهَّدَتْهُ وَصانَتْهُ، حَفِظَتْهُ."
اِحْتَاطَ,"[ح و ط]. (فعل: خماسي لازم، متعد بحرف). اِحْتَطْتُ، أحْتَاطُ، اِحْتَطْ، مصدر اِحْتِيَاطٌ. ; 1.""يَحْتَاطُ فِي كُلِّ أُمُورِهِ"": يَأْخُذهَا بالحِيطَةِ وَالحَذَرِ مُحَافَظَةً عَلى نَفسِهِ. ; 2.""اِحْتَاطَ بالْمَشْروعِ"" : أَحَاطَ، أَحْدَقَ به من كل جَوَانِبِهِ. ; 3.""اِحْتَاطَ لِنَفسِهِ"" : أخَذَ كُلَّ الإجْرَاءاتِ لِيَحْمِيَ نَفْسَهُ. ; 4.""اِحْتَاطَ على مالِهِ"" : حَافَظَ عَلَيْهِ."
أحَاطَ,"[ح و ط]. (فعل: رباعي لازم متعد بحرف). أَحَطْتُ، أُحِيط، أَحِطْ، مصدر إحَاطَة. ; 1.""أَحَاطَ بكُلِّ الدُّرُوسِ التِي تَعَلَّمَهَا"" : تَمَكَّن مِنْهَا. ""يُحِيطُ بكُلِّ المسَائِلِ الرِّيَاضِيَّةِ"". ; 2.""أَحَاطَهُ عِلْماً بنَتِيجَةِ عَمَلِهِ"" : أَبْلَغَهُ وَأطْلَعَهُ عَلَيْهَا. ; 3.""يُحِيطُ أَطْفَالَهُ بالرِّعَايَةِ اللاَّزِمَةِ"" : يَهْتَمُّ بِهِمْ وَيُولِيهِمُ اهْتِمَاماً. ""أَصْبَحَ يُحيطهُ بإجْلاَلِهِ وَمَحَبَّتِهِ"". (الأفغاني). ; 4.""أحَاطَ البُسْتَانَ بِسِياجٍ"" : سيَّجَهُ."
حَوَّطَ,"[ح و ط]. (فعل: رباعي متعد). حَوَّطْتُ، أُحَوِّطُ، حَوِّطْ، مصدر تَحْوِيطٌ. ; 1. ""حَوَّطْتُ دَارِي"" : بَنَيْتُ حَوْلَهَا حَائِطاً أوْ حِيطَاناً. ""حَوَّطَ الكَرْمَ"". ; 2.""حَوَّطَ الأسِيرَ"" : حَفِظَهُ وَصَانَهُ وَسَهِرَ عَلَى سَلاَمَتِهِ فِي الأَسْرِ."
اِحْتِيَاطِيٌّ، اِحْتِيَاطِيَّةٌ,"[ح و ط]. (مَنْسُوبٌ إلَى الاحْتِيَاطِ). ; 1.""شَارَكتِ القُوَّاتُ الاِحْتِيَاطِيَّةُ في العَمَلِيَّةِ"" : قُوَّاتٌ مِنَ الجَيْشِ يُحْتَفَظُ بِهَا عِنْدَ الحَاجَةِ لإِرْسَالِهَا إِلَى الجَبْهَةِ أوْ لِلإِنْقَاذِ فِي حَالَةِ الطَّوَارِىءِ. ; 2. ""اِتَّخَذَتِ الحُكُومَةُ تَدَابِيرَ اِحْتِيَاطِيَّةً"" : تَدَابِيرَ اجْتِنَاباً لِمَا قَدْ يَحْدُثُ مِنْ شَرٍّ أَوْ مَكْرُوهٍ. ; 3. ""لِكُلِّ سَيَّارَةٍ إِطَارٌ اِحْتِيَاطِيٌّ"" : عَجَلَةٌ تُوضَعُ فِي مُسْتَوْدَعِ السَّيَّارَةِ تَحَسُّباً لِحَادِثٍ طَارِئ. ; 4. ""لاَعِبٌ احْتِيَاطِيٌّ"" : لاَعِبٌ يَكُونُ جَاهِزًا لِلالْتِحَاقِ بِاللَّعِبِ عِنْدَ الحَاجَةِ. ""لاَعِبُونَ احْتِيَاطِيُّونَ"". ; 5. ""حَبْسٌ احْتِيَاطِيٌّ"" : عَلَى ذِمَّةِ التَّحْقِيقِ. ; 6. ""اِحْتِيَاطِيٌّ النَّفْطِ"" : نَفْطٌ يُتْرَكُ في الْمَخَازنِ لاسْتِغْلاَلِهِ عِنْدَ الحَاجَةِ. ""تَمْلِكُ الأَقْطَارُ العَرَبِيَّةُ أَكْثَرَ مِنْ نِصْفِ احْتِيَاطِيِّ العَالَمِ مِنَ النَّفْطِ"" ""اِحْتِيَاطِيُّ الذَّهَبِ"" ""اِحْتِيَاطِيُّ العُمْلَةِ الصَّعْبَةِ""."
اِحْتِيَاطٌ,"[ح و ط]. (مصدر اِحْتَاطَ). ""اِحْتَفَظَ بِقَدْرٍ مِنَ الْمَالِ احْتِيَاطاً لِظُرُوفٍ طَارِئَةٍ"" : اِسْتِدْرَاكًا لِمَا قَدْ يَحْدُثُ، تَحَسُّباً لِظُرُوفٍ طَارِئَةٍ. ""فَعَلَ ذَلِكَ عَلَى سَبِيلِ الاحْتِيَاطِ ""."
إحَاطَةٌ,"[ح و ط]. (مصدر أحَاطَ). ; 1.""الإحَاطَةُ بِالموْضُوع"" : الإِلْمامُ بِهِ، التَّمَكُّنُ مِنْهُ، العِلْمُ بِهِ. ; 2.""عَمِلُوا عَلَى إِحَاطَتِهِ بِكلِّ رِعَايَةٍ"" : عَلَى الاِهْتِمَامِ بِهِ وَتَوْلِيَتِهِ كُلَّ عِنَايَةٍ."
حِيطَةٌ، حَيْطَةٌ,"[ح و ط]. (مصدر حَاطَ). ; 1. ""يَسْتَعِدُّ لِلأمْرِ بِكُلِّ مَا يَلْزَمُ مِنَ الحِيطَةِ"" : مِنَ الحَذَرِ وَالتَّدْبِيرِ. ; 2. ""أَخَذَ حِيطَتَهُ"" : اِحْتِياطَهُ، اِحْتِرَازَهُ. ""يُغامِرُ بِلاَ حِيطَةٍ""."
حَوْطٌ,"[ح و ط]. (مصدر حاطَ). ""تَحَزَّمَ بِحَوْطٍ"" : خَيْطٌ مَفْتُولٌ مِنْ لَوْنَيْنِ أَحْمَرَ وَأَسْوَدَ فِيهِ خَرَزاتٌ وَهِلالٌ مِنْ فِضَّةٍ، يُشَدُّ عَلَى وَسَطِ حَامِلِهِ لِئَلاَّ يُصَابَ بِالعَيْنِ."
حافَ,"[ح و ف]. (فعل: ثلاثي متعد). حُفْتُ، أَحوفُ، حُفْ، مصدر حَوْفٌ. ; 1.""حافَ الرَّصيفَ"" : كانَ في حافَتِهِ. ; 2.""حافَ السَّيَّارَة"" : جَعَلَها على الحافَةِ. ; 3.""حَافَ جارَهُ"" : زارَهُ."
حَوَّفَ,"[ح و ف]. (فعل: رباعي متعد). حَوَّفْتُ، حَوِّفْ، مصدر تَحْويفٌ. ; 1. ""حَوَّفَ الشَّيْءَ"" : جَعَلَهُ عَلَى الحَافَةِ. ; 2. ""حَوَّفَ النَّبَاتُ الحَقْلَ"" : نَبَتَ حَوْلَهُ."
حَوْقَلَ,"[ح و ق ل]. (فعل: رباعي لازم). حَوْقَلْتُ، أُحَوْقِلُ، حَوْقِلْ، مصدر حَوْقَلَةٌ. ; 1. ""حَوْقَلَ فِي مَشْيِهِ"" : أسْرَعَ وَقَارَبَ الخَطْوَ. ; 2. ""جَلَسَ الفَقيهُ في زاوِيَةِ الْمَسْجِدِ يُحَوْقلُ"" : يَقولُ ""لا حَوْلَ ولا قُوَّةَ إِلا بِاللَّهِ الْعَلِيِّ العَظيمِ"" ، يُرَدِّدُ الحَوْقَلَةَ."
حَوْقَلَةٌ,"[ح و ق ل]. (مصدر حَوْقَلَ). ; 1.""اِلْتَجَأَ إلى الحَوْقَلَةِ بَعْدَما سُدَّتِ الأَبْوابُ في وَجْهِهِ"" : تَرْديدُ عِبارَةِ ""لاَ حَوْلَ وَلاقُوَّةَ إِلاَّ بِاللَّهِ""، وَهْيَ اخْتِزالٌ لَها. ; 2.""حَوْقَلَةٌ"" : قارورَةٌ طَويلَةُ العُنُقِ."
حاقَ,"[ح و ق]. (فعل: ثلاثي لازم متعد بحرف). حُقْتُ، أَحوقُ، حُقْ، مصدر حَوْقٌ. ; 1.""حاقَ بِهِ"" : أَحاطَ بِهِ. ; 2.""حاقَ البَيْتَ"" : كَنَسَهُ. ; 3.""حاقَ الرَّصيفَ"" : مَلَّسَهُ."
حَوَّقَ,"[ح و ق]. (فعل: رباعي لازم متعد بحرف). حَوَّقْتُ، أُحَوِّقُ، حَوِّقْ، مصدر تَحْوِيقٌ. ; 1. ""حَوَّقَ عَلَيْهِ"": عَوَّجَ عَلَيْهِ الكَلاَمَ وَخلَّطَهُ، وَيُقَالُ: ""حَوَّقَ عَلَيْهِ الكَلاَمَ"". ; 2.""حَوَّقَ رَأْسَهُ"" : حَلقَ وَسَطَهُ."
حَوْقٌ، حَوْقَةٌ,[ح و ق]. (مصدر حَاقَ). ; 1.: الحَوْقَلَةُ. ; 2.:الجَمْع الكَثِيرُ.
حاقٌّ، حاقَّةٌ,"[ح و ق]. ; 1.الحاقة آية 1،2،3 الحاقَّةُ ما الحاقَّةُ وَما أَدْراكَ ما الحاقَّةُ . (قرآن) : القِيامَةُ. ; 2.""سوَرةُ الحاقَّةِ"" : مِنْ سُوَرِ القُرآنِ. ; 3.""شُجاعٌ حاقَّةُ الشُّجاعِ"" : الكامِلُ فيها."
