word,definition
انضخ,انْضَخّ يَنْضَخُّ اِنْضِخَاخاً :- الماء: انتضح وَرُشَّ؛ انضخَّ الماء من البئر وسقيت به الأرض.
انضرج,انْضَرَجَ يَنْضرِجُ انْضِرَاجاً . انشقّ انْضَرَجت الجدران من أثر الانفجِار.- الطريق: اتَّسَعَ.- الزهر: تفتَح.- الشجر: تفتحت عيون ورقه ونبتت أطرافه.- ما بينهم: تباعد؛ انضرجت المسافة بينهما إذ ارتحل أحدهما غربًا والآخر شرقاً.
انضغط,انْضَغَطَ يَنْضَغِطُ انْضغَاطاً : ضُيِّق عليه وشُدِّد؛ انضغط الغازُ في أسطوانات خاصة.-: قهر وأُكره؛ من اسْتُضْعِفَ انضغط.
انضفر,انْضَفَرَ يَنْضفِرُ انْضِفَارا :- الحبْلانِ: التَوَيا معا.- الشَّعْرُ: جُمِعَ وَنُسِج بعضه على بعض؛ تُطيل هذه الفتاة شَعْرها لِيَنْضَفِر.
انضمر,انْضمَرَ يَنضَمِرُ انْضِمَاراً : ضَمُر، أي هُزِل وَنَحُلَ؛ انضمر جسم الولد من أثر المرض
انضم,انْضمَّ يَنْضمُّ انْضِمَاماً :- الشيء: اجتمع بعضه إلى بعض انضمَّت القوى العربية إلى بعضها فأصبحت ذات وزن عالميّ،- إليه: التحق به؛ انضممتُ إلى -جمعية خيريةٍ .- على الشيءِ: انطوى عليه؛ انضمّ صدره على أحقاد قد تنقلب عليه شرًّا.
انضوى,انْضَوَى يَنْضَوِي اِنْضَوِ انْضِوَاءُ [ضوي]: مال وانضمَّ؛ انضو؛ تحت لواء الحزب الجديد ما يزيد على المليون من الأشخاص.
انطاد,انْطَادَ يَنْطَاد اِنْطَدْ انْطِيَادا ً [ طود]: ذهب في الهواءِ أَو الجو صُعُداً؛ دُهش الأطفال حين رأُوا الطائرة الورقية تنطاد في السماءِ كالمنطاد.
انطاع,انْطَاعَ يَنْطَاعُ اِنْطَعْ انْطِيَاعاً [ طوع]: خضع وانقاد؛ من انطاع لشهواته زلّ.
انطبخ,انْطَبَخَ يَنْطَبِخ انْطِبَاخا : أُعِدَّ للأكل بتعريضه للنار حتى ينضج؛ هناك خضار لا تؤكل قبل أن تنطبخ وأخرى تؤكل نيئة.
انطبع,انْطَبَعَ يَنْطَبِعُ انْطِبَاعاً :- الكتاب أو الرسالة: نُقِلَ محتواهما إلى الورق بوساطة آلة الطبع أو الآلة الكاتبة؛ انطبعت صورة المنظر في ذهني، أي استقرت فيه وكأنها طبعت بالآْلة.-: انطبع على قلبه: خُتم وَأُغْلِق وأُُفْقدَ القدرة على المعرفة.- على الشيءِ: جُبِلَ عليه واتصف به؛ انطبع الشاب على محبةِ الناسِ.- بطابعه: تأثر به؛ يبدو أن الأولاد قد انطبعوا بطابع والدهم في الجِدِّ والدأب.
انطبق,انْطَبق يَنْطَبقُ انْطِباقاً :- الشيء على الشيءِ: غَطَّاةَ وستره؛ هو عنيدٌ لا ينفِّذ الأمْرَ ولو انطبقت السماء على الأرضِ.- القانون عليه: حَقُّ تطبيقه عليه؛ ينطبق عليه قانون العقوبات الاقتصاديَة لمخالفته تعليمات الحكومة.- عليه: وافقه وناسبه؛ إنّهُما شخصان متوافقان ينطبق عليهما القول (وافق شَنّ طبَقَةَ).
انطفأ,انْطَفَأ يَنْطَفيءُ انْطِفَاءَ :- ت النار: خَمَدتْ؛ انطفأت النار في الغرفة وبرد جَوُّها/ انطفأت الحرب.- ت العين: ذهب نورُها.- الشخص: مات.
انطلس,انْطَلَسَ يَنْطَلِسُ انْطِلاَساً : امَّحى وخَفي؛ انْطلَسَتْ بعضُ صفحات الكتابِ.
انطلق,انْطلَقَ يَنْطَلِقُ انْطِلاقاً : تحرَّرَ؛ انطلق من قيود التقاليد/ انطلق لسانُه، أي تكلَّم بلا تعثر.- ذهب؛ انطلق إلى داره فَانْطَلقُوا وَهُمْ يَتَخَافَتونَ .- وجهُه: تهلَّل؛ انطلقت وجوهُ الناسِ حين علموا بالنصر-- يفعل كذا: أخذ يفعله؛ انطلق يبني مصنعه بحماسة.
انطلى,انْطَلَى يَنْطَلِي اِنْطَلِ انْطِلاء [ طلي]: ادَّهَن؛ انْطَلى الممثل باللّون الأسود ليأخذ دور عُطيل في مسرحية شكسبير/ انطلت عليه الحِيلَة، أي انخدع بها.
انطمس,انْطَمَسَ يَنْطَمِسُ انْطِمَاساً .- الشيء: امَّحى وزال؛ انطمستْ معالم المدينة الأثريّة/ لا يمكن أن ينطمس ذكرُ العلماء الّذين كان لهم أثرهم في العالم.
انطوى,انْطَوَى يَنْطَوي اِنْطَوِ انْطِوَاءً [طوي]: - الشيء: التفّ بعضه فوق بعض؛ انْطوَتْ صفحة الكتاب التي وصلت إليها بقراءتي.- على شيءٍ اشتمل عليه؛ ينطوي قلبه على محبّة كبيرة لأبنائه.- العُمُر: انقضى؛ انطوى من العمر أكثره ولم يبقَ إلا أقلّه.- الحديث: انكتَم، كان الحديث سرًّا بينهما وانطوى بعد ذلك.- على نفسه: في علم النفس، اتجه نحو شعوره الذاتي اتجاهاً مسَتغرقاً يؤدي إلى السَّهو وفرط الحساسية؛له شخصيّة انطوائية يصعب فهْمها.
انظلم,انْظَلَمَ يَنْظَلِمُ انْظِلاَماً : احتمل الظّلمَ، أي الجَوْر؛ ينظلم من لا يكون قويَّاً في الدفاع عن حقه.
انعاج,انْعَاجَ يَنْعَاجُ اِنْعَجْ انْعِيَاجاً [عوج] : - الشيء: انحنى أو انعطف ؛ لِمَ لا تنعاج على دارِنا قبل أن تدخل دارك؟
انعتل,انْعَتَل يَنْعَتِلُ انْعِتَالا : حُمِلَ، لم ينعتل الصندوق لثقله.
انعجم,انْعَجَمَ يَنْعَجمُ انْعِجَاماً :- عليه الكلامُ: خَفِيَ فلم يستطع فهمه ؛ انعجم عليه كلام الأجنبيّ وهو يتكلم العربية.
انعرج,انعَرَجَ يَنْعَرِج انْعِرَاجاً :- الشيء: انعطف ومال؛ لا بد أن ينعرج الطريق إلى قمة الجبل حتى تخف حِدَّة ارتفاعه/ انعرج النهر/ انعرجت الشمسُ، أي مالت إلى الغروب. - عن الطريق: حاد عنه؛ انعرج عن طريق الصواب.
انعزل,انْعَزَلَ يَنْعَزِل انْعِرالا : ابتعد عن المجموعة أو تنحّى، لا ينعزل عن الناس إلا من يشعر بضعفه وهو بينهم.
انعسف,انْعَسَفَ يَنْعَسِفُ انْعِسَافاً : انعطف؛ لم تنعسفِ السيارة انعسافاً كاملاً عند المنعطف فضربت الحائط.
انعصب,انْعَصَبَ يَنعصِب انْعِصَاباً : شُدَّ؛ انعصب رأسه، أي شُدّ بالعمامة.
انعصر,انْعَصَرَ يَنْعَصِرُ انْعِصَاراً : عُصر، أي استخْرِج ما فيه من دهن أو سائل؛ لم ينعصر التفاح جيداً إذ ما زال أخضر غير ناضج/ انعصر فؤادها حزناً، أي كأنما ضغطه الحزنُ حتى كاد يسيل منه الدم.
انعطف,انْعَطَفَ يَنْعَطِفُ انْعِطَافاً :- الشيء. مال أو انحنى انْعَطَف غُصن الشجرة لكثرة ما حمل من الثمار/ انْعَطفْ ناحية الشّمال تجدِ الدُّكانَ أمامك.
انعطن,انْعَطَنَ يَنْعَطِنُ انْعِطَاناً : تعَفّن وأَنْتن؛ انْعَطَن الطعام المُعَلّب إذ لم يُعْتَنَ بحفظه وتعليبه.
انعفر,انْعفَرَ يَنْعَفِرُ انْعِفَارًا : تمرَّغ في العفرِ، أي في التراب؛ يُحبّ الأطْفالُ أن ينْعفِروا فىِ التراب ولا تحبُّ أُمهاتهم ذلك.- الشيء: لصق به العفر؛ اِنْعفر التوت الذي سقط على الأرض فهو لا يؤكل.
انعفس,اِنْعَفَسَ يَنْعَفِس اِنْعِفَاساَ : مطاوع عَفس.-: طرح على الأرض وانضغط ضغطاً شديدا؛ وقع الطفل بشدة الازدحام وكاد ينعفس بالأرجل لولا من أنقذه.- في الماءِ : انغمس؛ يستحسن أن تنعفس الفاكهة في الماء وتفرك قبل أن تؤكل.- في التراب: تمرّغ وانعفر.
انعقد,انْعَقَدَ يَنْعَقِدُ انْعِقَاداً : مطاوع عقد.-: التفَّ بعضه على بعضٍ ورُبِط فصار عُقْدَةً؛ انعقد الحبلُ/ انعقد لسانه، أي تعثر في الكلام وكأن لسانه معقودٌ. ــ الزَّهرُ: تضامَّتْ أجزاؤه فصارَ ثمراً. ــ المجلسُ: الْتأم واجتمع؛ ستنعقد جلسة افتتاح المجلس النيابيّ في أوَّل الشهر المقبل/ انعقدت المباحثات بين الطرفين. ــ الأملُ عليه: وُضِعَ فيه الأمل؛ انعقد أمل الأب على ابنه الصغير لتفوُّقه في الدراسة. ــ البيعُ: تمَّ الارتباط على البيع بين الطرفين بعقد. ــ له الأَمْرُ خلُص له؛ انعقد له البيع في المزاد حين قدّم أعلى سعرٍ للمبيع. ــ السائلُ: جمد بالتسخين أو التبريد؛ صَنَعْتُ شراباً من عصير الفاكهة ينعقد مع السكر على النار.
انعقر,انْعَقَرَ يَنْعَقِرُ انْعِقَاراً : ــ ظهرُ الدابَّةِ: جُرح؛ انعقر ظهرُ الحمار لكثرة ما حُمِّل من أحمال ثقيلة.
انعقف,انْعَقَفَ يَنْعَقِفُ انْعِقَافاً : ــ الشيءُ: انحنى؛ انْعَقَفَ قضيبُ الحديد حين عُرِّض للنّار وعُقِفَ.
انعق,انْعَقَّ يَنْعَقُّ انْعِقَاقاً : ـ الثوبُ أو الغبارُ أو السحابُ: انشَقَّ؛ لا يَنْعَقُّ له غبارٌ، أي لا يُشَقُّ له غبار، أي لا يُسْبَقُ. ـ البرقُ: انتشر شعاعه في السحاب. ـ الوادي: عَمُق؛ تنعَقُّ الوديانُ المجاورة للجبال المرتفعة. ـ تِ العقدةُ: انشدَّت واستحكمت.
انعكس,انْعَكَسَ يَنْعَكِسُ انْعِكَاساً : ــ الضوءُ: ارتدَّ ورجع وانقلب؛ وقع شعاع الشمس على الزّجاج المقابل فانعكس ضوؤَه عليَّ. ــ انقلب: انعكس الوضع الماليّ إذ كان لصالحِه فصار ضده. ــ الشيءُ عليه: ظهر أثره عليه؛ انعكس أثر الإهمال في العمل على الإنتاج.
انعمد,انْعَمَدَ يَنْعَمِدُ انْعِمَاداً : قام على عماد، أي على ما يَحمل ويرفع؛ انعمدَتِ الشرفة على أربعة أعمدة أسطوانيَة.
انغاض,انْغَاضَ يَنْغَاضُ اِنْغَضْ انْغِيَاضاً [غيض]: ــ الماءُ: غاضَ، أي نزل في الأرض وغاب فيها؛ قَلَّ المَطَرُ وانغاضت الينابيعُ فَجَفَّ الزرعُ. ــ ثمن السلعة: نقص؛ ينغاض ثمن البضاعة حين يكثر عَرضُها.
انغرز,انْغَرَزَ يَنْغَرِزُ انْغِرَازاً : ــ الشيءُ: ثبت أَصلُه في الأرض أو في غيرها؛ انغرز العودُ في الأرض/ انغرزت الأبرةُ في الثوب.
انغرس,انْغَرَسَ يَنْغَرِسُ انْغِرَاساً : مطاوع غرس. ــ الشجرُ ونحوه: ُزرِعَ أو أُثبِتَ في الأرض؛ يستحسن أن تنغرس هذه الشجيرات في أوَّل الخريف.
انغرف,انْغَرَفَ يَنْغَرِفُ انْغِرَافاً : مطاوع غرف. ــ: انثنى وانقصف أو انقطع؛ انغرف العودُ الطريُّ. ــ الماءُ أو الطعامُ: أُخِذ باليد أو بالمغرفة وهي كالملعقة؛ انغرف اللّحم كلُّه فانصرفنا عما بقي على المائدة.
انغس,انْغَسَّ يَنْغَسُّ انْغِسَاساً : ــ فى الماء: انغمس؛ يستحسن أن تنغَسَّ الخضار في الماء لتُغسل.
انغسل,انْغَسَلَ يَنْغَسِلُ انْغِسَالاً : مطاوع غسل. ــ: زال وسخه بالماء أو غيره؛ هطل المطر وانغسلت الأشجار فبدا ورقُها أخضر نضراً.
انغض,انْغَضَّ يَنْغَضُّ انْغِضَاضاً : مطاوع غَضَّ. ــ الطَّرفُ: انخفض؛ انْغَضَّ طرفُه ارتباكاً حين اكْتُشِفَ كذبُه.
انغضف,انْغَضَفَ يَنْغَضِفُ انْغِضَافاً : ــ العودُ: انثنى وانكسر. ــ في الغبارِ: دخل فيه. ــ الضبابُ: تراكم بعضه فوق بعضٍ؛ اشتهرت مدينة لندن بانغضاف الضباب فيها.
انغلق,انْغَلَقَ يَنْغَلِقُ انْغِلاَقاً : ــ البابُ: أُوصد؛ انغلق البابُ بفعل الهواء. ــ الشخصُ: انْعَزَل؛ هناك مشكلةٌ في حياته جعلته ينغلق على نفسه.
انغل,انْغَلَّ يَنْغَلُّ انْغِلاَلاً : ــ في الشيءِ: دخل فيه؛ انْغَلَّ في الغابة ولم نعد نراه.
انغمر,انْغَمَرَ يَنْغَمِرُ انْغِمَاراً : انْغَمَسَ أو غُطِّيَ وسُتِرَ؛ فاض النهرُ وانغمرت السهول بالمياه.
انغمس,انْغَمَسَ يَنْغَمِسُ انْغِمَاساً : ــ في الماء أو غيره: انغمر به أو غطس فيه؛ انغمستْ يَدُه في الماء السَّاخن فصرخ/ انغمس في اللذات أو في الخطايا، أي غمر نفسَه بها.
انغم,انْغَمَّ يَنْغَمُّ انْغِمَاماً : حزن؛ انْغَمَّ التاجر حين خسرت تجارته. ــ: تغطى؛ حين شعر بالبرد انْغَمَّ بالأغطية الصوفية.
انفأى,انْفَأَى يَنْفَئي اِنْفَأِ انْفِئَاءً أو انْفِيَاءً [فأو وفأي]: ــ الشيءُ: انشقَّ وانْفَتَحَ؛ انفأى الدُّمَّلُ فلا تتركه من غير تعقيم.
انفت,انْفَتَّ يَنْفَتُّ انْفِتَاتاً : مطاوع فتَّ. ــ: دُقَّ وكُسر؛ انَفَتَّ الصخر بتأثير الضربات القوَّية/ انفتَّ الخبزُ في المرق.
انفتح,انْفَتَحَ يَنْفَتِحُ اِنْفِتَاحاً : مطاوع فتح. ــ: ضد انغلق؛ انفتح البابُ/ انفتحت الدول الاشتراكيَّة على العالم الرأسمالي. ــ عن الشيء: انكشف عنه؛ انفتحت سريرته عن بغض دفين للأعداء.
انفتق,انْفَتَقَ يَنْفَتِقُ انْفِتَاقاً : اِنْشَقَّ؛ انْفَتَقَ الجرحُ الذي خاطه الطبيبُ/ انفتق الثوبُ
انفتل,انْفَتَلَ يَنْفَتِلُ انْفِتَالاً : ــ الشيءُ: التوى؛ انفتل الحبلُ في أثناء ألعاب البهلوان. ــ: انصرف؛ انفتل عن رأيه بعد أن شعر بغلطه/ انفتل وجهه عن جماعته بعد أن احتالت عليه.
انفجر,انْفَجَرَ يَنْفَجِرُ انْفِجَاراً : ــ الماءُ أو الدَّمع ونحوهما: انبعث سائلاً فَقُلْنَا اِضْرِبْ بِعَصَاكَ الحَجَرَ فانْفَجَرَتْ مِنْهُ اثْنَتَا عَشْرَةَ عَيْناً . ــ الصُبْحُ: ظهر. ــ باكياً: أَجْهَشَ بالبكاء. ــ تِ القنبلةُ أو القذيفة: تفَّتَتتْ بعنف بتأثير ضغط داخليّ إلى شظايا متطايرة في كلِّ اتجاه محدثة دويّاً؛ لانفجار القنبلة النووية أخطار على الناس والطبيعهَ تدوم سنين طويلة.
انفجم,انْفَجَمَ يَنْفَجِمُ انْفِجَاماً : ــ الوادي: اتَّسعَ.
انفخت,انْفَخَتَ يَنْفَخِتُ انْفِخَاتاً : ــ الشيءُ: انثقب؛ انفخت دولاب السيّارة.
انفدغ,انْفَدَغَ يَنْفَدِغُ انْفِدَاغاً : انكسر أو انخدش؛ انفدغ رأسُه بضربة عصا. ــ: لان عن يُبْسٍ.
انفرث,انْفَرَثَ يَنْفَرِثُ انْفِرَاثاً : ــ تِ الحُبْلى: غَثَتْ نَفْسُها من ثِقَل الحبَلِ. ــ: الكرشُ أو الكيسُ: انشقَّ وخرج كلُّ ما فيه؛ انفرث كبدُهُ من الحُبِّ، أي تفَّتت.
انفرج,انْفَرَجَ يَنْفَرِجُ انْفِرَاجاً : ــ الهَمُّ أو الحزنُ أو الضيق: انكشف وزال؛ انفرجت الأَزْمةُ الاقتصادَّية في البلاد. ــ الشخصُ من ضيقه: تخلّص. ــ الشيءُ: اتسع؛ انفرج الطريق بعد أن هُدِمت البيوت على جانبيه.
انفرد,انْفَرَدَ يَنْفَرِدُ انْفِرَاداً : ــ بالأمْر: استبدَّ ولم يشرك معه أحداً؛ إذا انفرد الحاكمُ بالحكم سُمِّيَ ديكتاتوراً. ــ بنفسه: خلا بها؛ يحبُّ أن ينفرد بنفسه بين حين وآخر ليستعيد ما فعل.
انفرط,انْفَرَطَ يَنْفَرِطُ انْفِرَاطاً : تفرّق؛ انفرط عقد المجتمعين من غير اتِّفاق بينهم/ انفرطت حَبّاتُ العنقود.
انفرق,انْفَرَقَ يَنْفَرِقُ انْفِرَاقاً : افترق، أي تباعد؛ انفرقت وجهات نظرهما فلم يتّفقا. ــ الصُّبحُ: انبلج؛ يبدأ عمَله مع انفراق الفجر. ــ: انشقَّ. ــ الطريقُ: اتّضح. ــ الشَّعْرُ؛ جُعل بعضُه إلى اليمين وبعضه إلى الشّمال.
انفرك,انْفَرَكَ يَنْفَرِكُ انْفِرَاكاً : ــ الشيءُ: تَفَتَّتَ وتساقط مما هو عليه أو عالق به؛ انفركت سنابلُ القمح. ــ المنكبُ: استرخى؛ تعب فجلس وقد انفرك منكباه.
انفزر,انْفَزَرَ يَنْفَزِرُ انْفِزَاراً : انشقَّ؛ انفزر إطـارُ السيارة. ــ: بلي؛ انفزر الثوبُ.
انفسح,انْفَسَحَ يَنْفَسِحُ انْفِساحاً : ــ المكانُ: اتَّسع؛ انفسحت غرفةُ الاجتماع بعد فتحها على الغرفة المجاورة. ــ الصدرُ: انشرح؛ تنفسح الصدور لرؤية الشباب المجدّين. ــ النظرُ: امتدَّ لا يحجبه شيء.
انفسخ,انْفَسَخَ يَنْفَسِخُ انْفِسَاخاً :- الشيءُ: انتقض وَبَطُل؛ انفسخ الزواج بينهما/ انفسخ العَقْدُ.
انفش,انْفَشَّ يَنْفَشُّ انْفِشَاشاً : ــ الورمُ: زال وهبط؛ انفشَّ الورمُ بعد استعمال العلاج. ــ المرضُ: زال. ــ ت الكرةُ أو القربَةُ: خرج ما فيها من هواء؛ توقفوا عن اللعب بكرة القدم حين انفشَّت. ــ الشخصُ عن الأَمْرِ: فتر وكسل؛ انفشَّ عن متابعة هذا المشروع.
انفصد,انْفَصَدَ يَنْفَصِدُ انْفِصَاداً : ــ الدَّمُ وغيرُه: سال؛ انفصد الدَّمُ بكثرة من أحد عروقه. ــ ت الشجرةُ: انْشَقَّت عيونُ ورقها وظهرت أطرافها.
انفص,انْفَصَّ يَنْفَصُّ انْفِصاصاً : انفصل؛ انفصَّ الغصنُ عن الشجرة حين انكسر. انْفَصَعَ يَنْفصِعُ انْفِصاعاً: ــ الشيءُ: انْحسر؛ انفصع الماءُ عن الشاطىء. ــ الشيءُ من غيره: خرج.
انفصل,انْفَصَلَ يَنْفَصِلُ انْفِصَالاً : ــ الشيءُ: انقطع أو ابتعد؛ انفصل التيَّارُ الكهربائيُّ فأشعلنا الشموع/ انفصل عن أصدقائه لاختلاف سلوكه عن سلوكهم.
انفصم,انْفَصَمَ يَنْفَصِمُ انْفِصَاماً : ــ الشيءُ: انكسر من غير فصل. ــ ت العروةُ: انقطعت؛ انفصمت عُرى الصداقة بينهما فَقَدِ اسْتَمْسَكَ بِالْعُرْوَةِ الوُثْقَى لاَ انْفِصَامَ لَهَا. ــ ظهرهُ: انصدع؛ تحملتُ من التَّبعات ما يَنْفَصِمُ له الظّهر. ــ ت العُقْدةُ: انحلّت.
انفضج,انْفَضَجَ يَنْفَضِجُ انْفِضاجاً : . ــ الأمرُ: استرخى. ــ ت القرحةُ: انفتحت. ــ الأفقُ: تبيَّن. ــ ت القِربة: سال ما فيها.
انفضخ,انْفَضَخَ يَنْفَضِخُ انْفِضَاخاً : ــ الشيءُ: اتّسع وعَرُض؛ انفضَخَ الحِذاءُ بعد استعمال طويل. ــ تِ القارورة: انكسرت فلم يبقَ فيها شيء. ــ ت العينُ: انفقأت. ــ الشخصُ: بكى وكثر دمعه؛ أراه ينفضخ كأنه فقد عزيزاً عليه. ــ تِ القرحةُ: انفتحت وسال صديدُها.
انفض,انْفَضَّ يَنْفَضُّ انْفِضَاضاً : ــ الجمعُ: تفرَّق وَلَوْ كُنْتَ فَظّاً غَلِيظَ الْقَلْبِ لاَنْفَضُّوا مِنْ حَوْلِكَ . ــ الدمع: انصَبَّ. ــ الشيءُ: انكسر؛ انفضَّتِ الكأسُ.
انفطر,انْفَطَرَ يَنْفَطِرُ انْفِطَاراً : ــ الشيءُ: اِنْشَقَّ إِذَا السَّمَاءُ انْفَطَرَتْ / انفطر القلبُ حُزناً. ــ الغُصْنُ: بدأ نبات ورقه.
انفطم,انْفَطَمَ يَنْفَطِمُ انْفِطَاماً : ــ الَّرضيعُ. انقطع عن الرضاع. ــ عن الشيءِ: انصرف عنه؛ انفطم عن الملذّات.
انفعل,انْفَعَلَ يَنْفَعِلُ انْفِعَالاً :- بالأَمْر: تأثَّر به؛ انفعل بالخطبة الحماسية.
انفغر,انْفَغَرَ يَنْفَغِرُ انْفِغَاراً :- الفمُ: انفتح؛ انفغر فمُهُ دهشةً.- الزَّهرُ: تفتّح.
انفغم,انْفَغَمَ يَنْفَغِمُ انْفِغاماً : انفرج؛ انفغم الزُّكامُ.
انفقأ,انْفَقَأ يَنْفَقِىءُ انْفِقَاءَ :- الشيءُ: انشقَّ وخرج ما فيه؛ انفقأتِ العينُ/ انفقأ حَبُّ الرُّمّان، أي ضُغط وعُصِر.
انفقس,انْفَقَسَ يَنْفَقِسُ انْفِقَاساً :- البيضُ: انكسر لتخرج منه الفراخ. -: انقلب أو ارتدَّ؛ انفقس التاجر عن اتفاق البيع.
انفقع,انْفَقَعَ يَنْفَقِعُ انْفِقاعاً :- الشيءُ المنفوخ: انشقَّ وسمع له صوت؛ انفقعت النُّفّاخةُ المطًّاطيَّةُ.
انفك,انْفَكَّ يَنْفَكُّ انْفِكَاكاً :- الشيءُ: انْفَصلت أجزاوه؛ لم يعد من السهل تركيب الاَلة بعد أن انفكَّت.- تِ العقدة: انحلَّت؛ انفكَّتْ ربطةُ عنقه.-: تحرّر؛ انفكتِ التجارة من قيود الاستيراد والتصدير.- العظمُ: زال عن موضعه؛ وقع فانفكَّ عظمُ رُسْغه/ ما انفكَّ، أي ما زال، من أخوات كان تُبقي على المبتدأ مرفوعاً وتنصب الخبر؛ ما انفكَّ العملُ مستمراً.
انفلت,انْفَلَتَ يَنْفَلِتُ انْفِلاتاً : تخلّص أو نجا؛ انفلت الولدُ من عقوبة أبيه.
انفلج,انْفَلَجَ يَنْفَلِجُ انْفِلاجاً :- الصُّبحُ. انبلج، أي أشرق.- الشخصُ: أصابه داءُ الفالج، أي الشلل؛ لزم المريض الفراش بعد أن انفلج.
انفلع,انْفَلَعَ يَنْفَلِعُ انْفِلاَعاً : انشَقَّ؛ انفلع الصخرُ من شدّة الانفجار.
انفلق,انْفَلَقَ يَنْفَلِقُ انْفِلاَقاً :- الشيءُ: انْشَقَّ فأَوْحَيْنا إِلَى مُوْسَى أَنِ اضْرِبْ بِعَصَاكَ البَحْرَ فَانْفَلَقَ فَكَانَ كُلُّ فِرْقٍ كَالطَّوْدِ العَظِيمِ .
انقاب,انْقَابَ يَنْقَابُ اِنْقَبْ انْقِيَاباً [قوب]: - المكانُ: جُرِّد بعضُه من الشجر والعشب؛ من الخطأ أن تنقاب المزارع لتُبنى على أرضها المصانع.- تِ الأرضُ: حُفرت فيها مواضع شِبْهُ التقوير.- ت البيضةُ: انفلقت.
انقاد,انقادَ يَنْقَادُ اِنْقَدْ انْقِيَاداً [ قود]: سار وراء قائده؛ انقاد الجيش وراء قائده.- له: خضع وذلَّ؛ انقادت شعوبٌ ضعيفةٌ لمشيئة الدول القوية.- الطريقُ: سهُل واستقام؛ انقادِت الطُّرقات بين المدن بعد إصلاحها.
انقاض,انْقَاضَ يَنْقَاضُ اِنْقَضْ انْقِيَاضاً [قوض]:- البناءُ: تهدّم؛ أقامت البلدية أبنيةً جديدة مكان تلك التي انقاضَتْ.- تِ الصفوفُ والمجالسُ: تفرّقت؛ انقاضت صفوف المتظاهرين بعد المسيرة. ــ الشخصُ: جاء وذهب ولم يستقر.
انقبض,انْقَبَضَ يَنْقَبِضُ انْقِبَاضاً :- الشيءُ: تجمَّع وانطوى؛ انقبضت الحيَّة إذْ أحست بالخطر.- الشَّخصُ: ضاق بالحياة فاعتزل الناس؛ زاد انقباضه حين أخفق في عمله.- تِ النفسُ: انكمشت غمّاً؛ انقبضت نفسه لتوقُّع الأخطار.- البطنُ: أمسك؛ خذ دواءً مسهلاً إذا انقبض بطنُك.
انقبع,انْقَبَع يَنْقَبِعُ انْقِباعاً :- الشَّخصُ: أدخل رأسه في ثوبه.- الطائر في وكره: دخله.
انقبى,انْقَبَى يَنْقَبي انْقَبِ انْقِباءَ [ قبو]: استخفى واستتر.
انقحم,انْقَحَمَ يَنْقَحِمُ انْقِحَاماً :- في الأَمْر: رمى بنفسه فيه بلا رويّة؛ يحاول أن ينقحم فيما لا يعنيه.
انقد,انْقَدَّ يَنْقَدُّ انْقِدَاداً :- الشيءُ: انْشَقَّ؛ انقدَّ ثوبها وهي تعمل في الحقل.
انقرض,انْقَرَضَ يَنْقَرِضُ انْقِرَاضاً : انقطع؛ انْقَرَضَ نسلُهُ.- القومُ: فنوا ولم يبق منهم أحد؛ انقرض قومُ عاد وثمود/ انقرضت بعض الحيوانات.
انقسم,انْقَسَمَ يَنْقَسِمُ اِنْقِسَاماً : ــ الشيءُ: تجزأ أجزاءً؛ انقسم اللاَعبون إلى فريقين متقابلين. ــ القومُ: تفرَّق أمرهم وتباينت آراؤهم؛ ما انقسمت أمَّةٌ إلا ضَعُفَ شأنُها.
انقشر,انْقَشَرَ يَنْقَشِرُ انْقِشَاراً :- الشيءُ: زال عنه قشره؛ انقشر دهان الحائط بسبب الرطوبة.
انقشط,انْقَشَطَ يَنْقَشِطُ انْقِشَاطاً :- تِ السماءُ: صارت صحواً بلا غيم؛ انقشطت سماءُ العلاقات بين البلديْن، أي أصبحت صافية.
انقشع,انْقَشَعَ يَنْقَشِعُ انْقِشَاعاً : انجلى؛ انقشع الظلامُ/ انقشعَ الهمُّ عن قلبه. ــ الليلُ: أدبر وذهب؛ انقشع الليلُ وانبلج الفجر. ــ القومُ: ذهبوا وابتعدوا؛ انقشع الأولاد عن أبيهم حين رأوه غاضباً.
انقصد,انْقَصَدَ يَنْقَصِدُ انْقِصَاداً :- العودُ: انكسر.
انقصف,انْقَصَفَ يَنْقَصِفُ انْقِصَافاً : ــ الشيءُ: انكسر؛ انقصف القلم. ــ القومُ عن الشيءِ: انصرفوا عنه عجزاً؛ أخفق العمّالُ في رفع العمود الأثريّ فانقصفوا عنه. ــ الناسُ: اجتمعوا وازدحموا؛ انقصف الشبابُ في الساحة العامَّة يوم العيد. ــ وا على الشيء: تتابعوا عليه؛ تنقصف أفواج السيَّاح على أبي الهول لتراه.- ت المدينةٌ: ضُربت بالقنابل؛ انقصفت بالقنابل عدة أماكن آهلة بالسكّان.
انقصل,انْقَصَلَ يَنْقَصِلُ انْقِصَالاً : ــ الشيءُ: انقطع؛ كم انقصلت رؤوسٌ بالمقصلة أيّام الثورة الفرنسية.
انقصم,انْقَصَمَ يَنْقَصِمُ انْقِصَاماً : ــ الشيءُ: انكسر؛ كاد ينقصم ظهر الحَمّال لثقل الحمل/ انقصمتْ قواه من الهموم.
انقضب,انْقَضَبَ يَنْقَضِبُ انْقِضَاباً : ــ الشيءُ: انقطع؛ انقضبت الصلات بيننا. ــ الكوكبُ من مكانه: انقطع وانقض،
