word,definition
واردات,الوَارِدَاتُ : [بصيغة الجمع] البضائع التي تأتي إلى البلد من الخارج وهي مقابل الصَّادِرات؛ التَّخفيضُ من الواردَات يُوَفِّر العملةَ الصَّعْبَةَ.
واردة,الوَارِدَةُ : مذ وارِدٌ.-: القومُ يَرِدونَ الماءَ.-: الجادَّة أو وسط الطريق/ شفَةٌ وَارِدَة، أي مسترسلة/ شجرة وارِدَةُ الأغْصَانِ، أي تَدَلَّتْ أغصانُها.
وارس,الوَارِسُ : فا.-: الأصفَرُ الشَّديدُ الصُّفْرَةِ؛ صِبْغ وَارِسٌ.
وارف,الوَارِفُ : فا.-: الظّلُّ الواسِعُ الطويل الممتدُّ؛ لجأنا إلى ظلٍّ وارفٍ نتَّقي أشعَّة الشمس.-: المُهْتَزُّ المُتنعِّمُ من النَّباتِ.
وارق,الوَارِقُ : فا.- من الشَّجَر: ذُو الوَرقِ.- من الشَّجر: الكثيرُ الورقِ؛ شجرَةٌ وارِقةٌ.
وارك,الوَارِكُ : الموضعُ من الرَّحْل يَجعل عليه الرَّاكِبُ رِجْلَهُ.
واره,الوَارِهُ : الوَاسِعُ؛ دارٌ وارِهَةٌ.
واري,الوَارِي : فا.-: الشَّحمُ السَّمينُ.-: السَّمينُ من كلِّ شَيْءٍ ؛ خَدَعنا الجزَّارُ فباعنا لحماً وَارِياً.
وازع,الوَازِعُ : فا.-: الزَّاجِر المانع؛ وازعٌ أخلاقيٌّ/ وازعٌ دينيّ.-: في الحرب، الموَكَّلُ بالصفوفِ يتقدَّمُ الصَفَّ فيُصلحه ويُقدِّم ويُؤَخِّرُ.-: الكلْبُ/ هذا ابنُ وازعٍ ج وَزَعَةٌ ووُزّاعٌ.
وازن,الوَازِنُ : فا.-: ذُو الوَزْنِ؛ دِرْهَمٌ وَازِنٌ.
واسط,الوَاسِطُ : البابُ.- الكُورِ: مُقدَّمهُ ج أَوَاسِطُ.
واسطة,الوَاسِطَةُ : مذ وَاسِطٌ.-: ما يُتَوصَّلُ بِه إلى الشَّيْءِ؛ حصل التَّاجر على قَرْضٍ بِواسِطَةِ مدير البَنْك.-: الجَوْهَرةُ الَّتي في وَسَط القلادة وهي أجْودُها.
واسع,الوَاسِعُ : فا.-: من أَسماء الله الحُسنى ومعناه الكثير العطاء الذي يَسَعُ لما يُسْأَلُ أو المحيط بِكلّ شيءٍ أو الذي وَسِعَ رزقُهُ جميعَ خَلْقِه ورحمتُه كلَّ شيء وَغِنَاهُ كُلَّ فَقْرٍ وَاللهُ يُضَاعِفُ لِمَنْ يَشَاءُ وَاللهُ وَاسِعٌ عَلِيمٌ.-: المُمْتَدُّ لا تَحدُّه حدودٌ ضَيّقَةٌ قَالُوا أَلَمْ تَكُنْ أَرْضُ اللهِ وَاسِعَةً فَتُهَاجِرُوا فِيهَا/ هو واسِعُ الصَّدْرِ، أي كَرِيمُ الخُلُقِ/ هو واسِعُ الحِيلَةِ، أي خَبِيثٌ.
واسل,الوَاسِلُ : فا.-: الواجِبُ؛ هَذَا أَمْرٌ وَاسِلٌ لا يجوزُ التردُّدُ فيه-: الرّاغبُ إلى اللهِ؛ أَرَى الناسَ لاَ يَدْرونَ مَا قَدْرُ أَمْرِهِمْ ** بَلَى كُلُّ ذِي لُبٍّ إلى اللهِ وَاسِلُ
واسلة,الوَاسِلَةُ : مذ واسِلٌ.-: المَنزلةُ عند المَلِك.-: الدرجةُ؛ بلغ هذا الشابُّ واسلةً عاليةً من العلم.-: القُرْبة ج وَسَائِلُ.
واشج,الوَاشِجُ : فا.-: المُشْتَبِكُ؛ أغْصَان الشجرة واشِجَةٌ.
واشجة,الوَاشِجَةُ : مذ وَاشِجٌ.-: الرَّحِم المشتبكَة المتّصلة.
واشق,الوَاشِقُ : القليلُ من اللَّبَنِ؛ اكتفى من الطعام بواشقٍ.
واشل,الوَاشِلُ : فا.- مِنَ الجبال: ما لا يزالُ يتحلّب منه ماءٌ.- من الرِّجال: الناقِصُ الحظّ.- من الآراء: الضّعيف؛ لا تأخذْ بمُقْتَرَحِ واشِلِ الرّأْي.
واشي,الوَاشِي : فا.-: الكَثير الوَلَدِ.-: الحَائِكُ.-: الضَّرَّابُ للذهب.-: النَمَّامُ؛ مَخَافَةَ وَاشٍ أَوْ رَقِيبٍ وَحَاسِدٍ ** يُحَدِّثُ ما لا كانتِ الناسُ تَعْلَمُ. ج وُشَاةٌ وواشُونَ.
واصب,الوَاصِبُ : فا.-: الدَّائِمُ وَلَهُمْ عَذَابٌ وَاصِبٌ.
واصبة,الوَاصِبَةُ : مذ وَاصِبٌ.- من الفَلَواتِ: البعيدة التي لا تكادُ تنتهي لبُعْدِها.
واصلة,الوَاصِلَةُ : الزّانية.
واضح,الوَاضِحُ : فا.-: البَيِّنُ؛ الصَّوابُ في المسألة واضحٌ.-: ضدّ الخامل.- من الإبل: الأبيضُ وليس بالشَّديدِ البياضِ/ رَجُلٌ وَاضِحُ الحَسَب، أي ظاهرُه نَقِيُّه.
واضحة,الوَاضِحَةُ : مذ واضحٌ.-: الأسنانُ تَبدُو عند الضَّحِك.-: الشَّجَّةُ تُبْدِي وَضَح العِظام.-: واحدة الأوْضاح وهي أيّام اللَّيالي البِيض/ هو مِنْكَ أَدْنى واضِحَةٍ، تعبير يعني أنّه وضحَ لك وظَهرَ حتّى كأنه مبيضٌّ.
واضعة,الوَاضِعَةُ : مذ وَاضِعٌ.-: الرَّوْضَةُ.-: المرأة الفاجرة/ الإبلُ الواضِعَةُ، هي التي ترعى الضَّعةَ أي ما لا قيمةَ له.
واطئة,الوَاطِئَةُ : المارّةُ يَطَؤُونَ الأرْضَ.-: سُقَاطَةُ التَّمْرِ؛ جمع المساكينُ الواطِئَةَ.
واطد,الوَاطِدُ : فا.-: الثَّابتُ الرّاسِخُ؛ سُلْطَانُ هذا الحاكم واطِدٌ.
واعر,الوَاعِرُ : فا.- من الأمكِنةِ: الحَزْنُ ضدّ السَّهل.-: الصَّعْبُ؛ صعدنا جَبَلاً واعِراً.
واعظ,الوَاعِظُ : فا.-: مَنْ يَنْصَحُ وَيُذَكِّرُ ويأمرُ بالمعروف وَيَنْهَى عن المُنكَرِ قَالُوا سَوَاءٌ عَلَيْنَا أَوَعَظْتَ أَمْ لَمْ تَكُنْ مِنَ الوَاعِظِينَ ج وُعَّاظٌ ووَاعِظُونَ.
واعي,الوَاعِي : فا.-: مَنْ يحفظ الأشياء ويَفهمها؛ هو واعٍ لما يقرأ من شِعْر.
واعية,الوَاعِيَةُ : مذ وَاعٍ/ الأُذُنُ الواعيةُ، هي الحافظةُ لِنَجْعَلَهَا لَكُمْ تَذْكِرَةً وَتعِيَهَا أُذُنٌ وَاعِيَةٌ.-: الصَّوت.-: الصُّراخ على الميّت.
واغل,الوَاغِلُ : فا.-: الدَّاخِلُ على طعامِ قَوْم وشرابهم من غَيْر دَعوة؛ لَمْ يُسَرُّوا بدخول الواغل عليهم.
وافد,الوَافِدُ : فا.-: القادِمُ؛ مَنِ الوافِدُ علينا في هذه الساعة من اللَّيْل؟.-: المرتفعُ النّاشِز من الخَدّ عند المضْغِ.- من القَطا والإبل: ما سبق سائرَها.
وافر,الوَافِرُ : فا.-: الكثير؛ مالٌ وافرٌ.-: بَحْرٌ من بُحور الشِّعر وزنُه مُفَاعلتن مُفَاعلتن فَعُوُلُن مَرَّتَيْنِ.
وافرة,الوَافِرَةُ : كُلّ شحمة مستطيلة.-: أَلْيَةُ الكبش إذا عظُمت.-: الدُّنْيا أو الحياة؛ قضى وافرةً هانئة.
وافي,الوَافِي : فا.-: المُعادِل والمُوازي.-: الوَفِي؛ فَالكَلْبُ وَافٍ وَفِيكَ غَدْرٌ ** فَفِيكَ عَنْ قَدْرِهِ سُفُولُ. -: دِرهمٌ وأربعةُ دَوَانقَ.- من الشِّعْرِ: ما استوفى في الاستعمال عدّةَ أجزائه في دائرته.
وافية,الوَافِيَةُ : السُّورة الأولى من سُوَر القرآن، وهي الفاتحة.-: السِّنْجَةُ التامّة وهي ما يوزَن به كالرِّطل؛ وَزَنَ له التّاجرُ بالوافِيَةِ.
واق,الوَاقُ : طائر من فصيلة البلشونيّات طويلُ العنق والمنقار والرِّجليْن أصفر الرّيش المرقوش الموشَّم يخْتفي نهاراً ويُكثِر الصياحَ لَيْلاً/ وَاقُ الشَّجر، هو غراب اللَّيْلِ.
واقع,الوَاقِعُ : فا.-: السَّاقط؛ انكسرت رجْل الشابِّ الواقع عند طرف الرَّصيف.-: الذي يَنْقُرُ الرَّحَى ج وَقَعَةٌ.-: الحَاصِلُ والحَادث؛ وَهَلْ يَدْفعُ الإنْسانُ مَا هُوَ وَاقِعٌ ** وَهَلْ يَعْلَمُ الإنسانُ مَا هُوَ كَاسِبٌ. /سِيَاسَةُ الأمْرِ الواقِع.- من الطّير: النّازل على شجر وغيره ج وُقُوعٌ وَوُقَّعٌ.-: الحقيقة؛ لم ينقل الشاهدُ واقعَ ما رأى من الجريمة/ في واقع الأمر/ النّسرُ الواقِعُ، هو نَجْمٌ قُرْبَ بَنَاتِ نعش.
واقعة,الوَاقِعَةُ : مذ واقِعٌ.-: القِيامَةُ فَيَوْمَئِذٍ وَقَعَتِ الوَاقِعَةُ.-: النّازلة من صروف الدهر.-: المصادمَةُ في الحرب.-: سُوَرةٌ من القرآن الكريم.-: في الفلسفة، هي ما حدث وَوُجِدَ/ فلانٌ واقِعَةٌ، أي شُجَاعٌ.
واقف,الوَاقِفُ : فا.-: عِنْدَ الفقهاء، هو الحابِسُ لِعَيْنِهِ إِمَّا على مِلْكِهِ وإِمّا على مِلك الله تَعَالَى.-: خَادِمُ البِيعَةِ لأنه وقف نفسَه على خدمتها ج وُقْفٌ ووُقُوفٌ.
واقي,الوَاقِي : فا.-: الحافِظُ والحامي وَلَعَذَابُ الآخِرَةِ أَشَقُّ وَمَا لَهُمْ مِنَ اللهِ مِنْ وَاقٍ .-: الصُّرَدُ، وهو طائر أَكبر من العصفور يصيد صغار الحشرات.-: الغُرَابُ/ الفَرَسُ الوَاقي، هو الذي يَهابُ المَشْيَ من وَجَعٍ يَجِدُهُ في حافِرِهِ.
واكبة,الوَاكِبَةُ : القائمةُ من قَوَائِم الدّابَّةِ.
واكف,الوَاكِفُ : فا.-: المَطرُ المُنْهَلُّ؛ سقى الواكِفُ الأرضَ.
واكل,الوَاكِلُ : فا.- من الخَيْلِ: الذي يَتَّكِلُ على راكِبه في العَدْوِ ويحتاج إلى الضَّرْبِ.
واكن,الوَاكِنُ : فا.-: الجَالِسُ.-: الطائر حيثما وقعَ على حائطٍ أو عودٍ أو شجرٍ مؤ وَاكِنَةٌ ج وُكُونٌ.
والبة,الوَالِبَةُ : الزَّرعة تنُبت من عروق الزّرعة الأُولى.-: نَسْلُ البشر والأنْعام.
والث,الوَالِثُ : شَرٌّ والِثٌ أي دائم/ دَيْنٌ والِثٌ أي ثقيل.
والجة,الوَالِجَةُ : الحَيَّاتُ وَالسِّبَاعُ لاسْتِتَارها في النهار في الكهوف؛ (وفي حديث ابن مسعود إِيَّاكُمْ والمُنَاخَ على ظَهْرِ الطَّريق فإِنَّهُ مَنْزِلُ الوَالِجَةِ).-: وَجَعٌ يأخذ الإنسان.
والد,الوَالِدُ : فا.-: الأَبُ وَلاَ مَوْلُودٌ هُوَ جَازٍ عَنْ وَالِدِهِ شَيْئاً ج وَالِدُون.- من الشَّاءِ: الحَامِلُ.-: المعروف عنها كثرةُ النتاج.
والدة,الوَالِدَةُ : مذ وَالِدٌ.-: الأُمُّ وَبَرّاً بِوَالِدَتِي وَلَمْ يَجْعَلْنِي جَبَّاراً شَقِيّاً ج وَالِدَاتٌ/ شاةٌ والدَةٌ.
والع,الوَالِعُ : فا.-: الكذَّابُ/ وَلَعٌ والِعٌ، أي كذبٌ عظيمٌ ج وَلَعَةٌ.
واله,الوَالِهُ : فا.-: الشّديد الحُزن؛ حاوِلْ مواساةَ الوالِه.-: كُلّ أنثى فارقت وَلَدَها.-: المُتحَيِّرُ من كثرة الحبّ.
والي,الوَالِي : فا.-: مَنْ وَلِيَ أَمْراً.-: حاكم البلد؛مَا مِنْ وَالٍ يَلِي رَعِيَّةً مِنَ المُسْلِمينَ فَيَمُوتُ وَهُوَ غَاشٌّ لَهُمْ إِلاَّ حَرَّمَ اللهُ عَلَيْهِ الجَنَّةَ ج وُلاةٌ.
وامئة,الوَامِئَةُ : الدَّاهيةُ؛ نزلت بالبلاد وامئة أتعبت سكّانها.
واني,الوَانِي : فا.-: الضَّعيف البدن.- مِنَ النَّسيم: الضّعيفُ الهُبُوب؛ لَطَّفَ النسيمُ الواني من حرارة الجوّ.
واهر,الوَاهِرُ : فا.- من اللَّهَبِ: السَّاطِعُ.
واهف,الوَاهِفُ : فا.-: سَادِن الكنيسة وقَيِّمُها ويقوم على خدمتها.
واهن,الوَاهِنُ : فا.-: الضَّعِيفُ؛ جعله المرضُ واهناً لا يقوى على السَّير السَّريع.-: عِرْق مُستَبطِن حَبلَ العاتق إلى الكتف وربّما وَجِعَ صاحبه ج وُهُنٌ.
واهنة,الوَاهِنَةُ : مذ وَاهِنٌ.-: فِقرة في القَفَا.-: مرض يأخذ في عضُد الرّجل.-: أسفلُ الأضلاع.-: أوّل جوانح الصدر من الفرس.-: الضعف والوَهْنُ، يكون مصدراً كالعافية/ إِنَّهُ لَشَديد الوَاهِنَتَيْنِ، أي شديد الصَّدْر والمقدَّم.
واهي,الوَاهِي : فا.-: البالي من الثّياب ج وُهِيٌّ.-: الأحمقُ الضعيفُ من الرجال ج وُهَاةٌ.
وبأ,الوَبَأُ : الطَّاعُونُ.-: كُلّ مَرضٍ فَاشٍ عامّ؛ كَثيراً ما تنتشر الأوباءُ بعد الحرب ج أَوْباءٌ.
وباء,الوَبَاءُ : الوَبَأُ ج أَوبِيَةٌ وأَوبِئَةٌ.
وباط,الوَبَاطُ : الضَّعف؛ ذُو قُوَّةٍ لَيْسَ بِذي وَبَاط
وبال,الوَبَالُ : الفَسَادُ.-: الشدّة.-: الثِّقَلُ.-: سوءُ العاقبة ذَاقُوا وَبَالَ أَمْرِهِمْ وَلَهُمْ عَذَابٌ أَلِيمٌ.
وباص,الوَبَّاصُ : فا للمبالغة.-: القَمَرُ.-: البرّاق اللون؛ (لا تَلْقَى المؤمِنَ إِلاَّ شَاحِباً وَلاَ تَلْقَى المُنَافِقَ إلاَّ وَبَّاصاً) أي بَرَّاقاً مَزْهُوّاً.
وباعة,الوَبَّاعَةُ :- مِنَ الصّبيّ؛ مَا يتحرّكُ من يَافُوخِهِ.-: الاِسْتُ.
وبد,الوَبَدُ : مصـ.-: [يستوي فيه الواحدُ والجمعُ، وقد يُجمع على أَوْبادٍ] السَّيِّئُ الحال؛ رجلٌ وَبَدٌ.-: النّقرة في صفاةِ الجبل يَستنقعُ فيها الماءُ.
وبد,الوَبِدُ [وبد]: السّيِّئُ الحال.- من الأيَّام: ما كان ذا حَرٍّ مع سكون الرِّيح.
وبر,الوَبَرُ : مصـ.-: صوفُ الإبِل والأرنب ونحوها/ أهلُ الوَبَر، هم أهل البادية لأنّهم يتّخذون بُيوتهم من الوَبَر الواحدةُ وَبَرَةٌ ج أَوْبَارٌ.
وبر,الوَبْرُ : حيوان من ذوات الحوافر في حجم الأرنب أطْحلُ اللّون، أي بين الغبرة والسّواد، قصيرُ الذَّنَب يحرّك فكّه السُّفْلِيَّ كأنَّه يَجْتَرّ ويكثر في لبنان. مؤ وَبْرَة ج وَبْرٌ ووُبُورٌ ووِبَار.-: يَومٌ من أيّام العجوز السّبعة التي تكون في آخر الشّتاء.
وبش,الوَبْشُ : واحدُ الأوباش من الناس وهم الأخلاطُ والسِّفْلَة.-: واحدُ الأوباش من الشَّجَر والنّبات وهي الضّروب المتفرّقة مِنْهُ.-: النِّمْنِمُ الأبيض يكون على الظُّفْرِ.-: الرَّقَط من الجَرَب يتفشّى في جِلْد البَعير/ وَبَشُ الكلامِ، هو رَدِيئُهُ؛ لا تُكَرِّرْ وبشَ الكلامِ الذي سمعتُه منك.
وبصة,الوَبْصَةُ : اسم المرّة من وَبَصَ.-: الجَمْرَةُ؛ صبَبْتُ الماءَ على الوبصة فانطفأت.
وبل,الوَبْلُ : مصـ-: المطرُ الشديد الضّخم القَطْر؛ وشَتَّانَ ما بين الغمامَةِ أمْطَرَتْ ** وَبَالاً وبين الغَيْمِ قد أمْطَرَ الوَبْلا
وبلة,الوَبَلَةُ : المَضَرّةُ والإثمُ؛ لا ترتكب وَبَلَةً تُعاقَبُ عليها.-: الثِّقَلُ والوَخامَةُ/ وَبَلَةُ الطعامِ، هي تُخَمَتُهُ/ وَبَلَةُ الشاةِ، هي شهوتُها للفَحْل.
وبلة,الوَبِلَةُ : الوَبِئَةُ الوَخِمَةُ.
وبيء,الوَبِيءُ : الكثيرُ الوباءِ؛ هذا المكانُ وَبِيءٌ/ (مَوْرِدُ الجَهْلِ وَبِيءُ المَنْهَلِ) مثل يضرب في النهي عن اتّخاذ الجهل وسيلة لقضاء الحَوَائج.
وبيصة,الوَبِيصَةُ : النَّارُ؛ كان المسافِرون في الصحَراء ليْلاً يهتدون بالوبيصَةِ.
وبيل,الوَبِيلُ : الشّديدُ فَأَخَذْنَاهُ أَخْذاً وَبِيلاً.-: المرعى الوخيمُ.-: الحُزمة من الحطب.-: العصا الغليظة الضّخمة.-: القضيبُ فيه لِينٌ.-: خشبة يُضرب بها الناقوسُ.-: خشبة القَصّار التي يدقّ بها الثيابَ بعد الغَسْلِ.
وبيلة,الوَبِيلَةُ : الحُزمة من الحطب.-: العصَا الغليظة ج وُبُلٌ.
وتح,الوَتْحُ (بتسكين التاء وكسرها): القليل التافِهُ من الشَّيْءِ.- من الشَّيْءِ أو من الرّجال: الخسيسُ.- من الطعام: ما لا خيرَ فيه؛ قُدِّمَ لأَسْرَى الحربِ الوَتِحُ من الطعام.
وتد,الوَتَدُ (بكسر التاء وفتحها): ما رُزَّ في الأرض أو الحائط من خَشَب.- والوَتَدَةُ: الهُنَيَّةُ الناشزة في مقدَّم الأُذُن.-: ما كان في العَروُضِ من أجزاءِ التفاعيل على ثلاثة أحرف وهو على ضربَيْن: أحدهما حرفان متحرّكان يتلوهما ساكن وهو الوتد المقرون نحو عِلُنْ والثاني حرفان متحرّكان بينهما ساكن وهو الوتد المفروق نحو لاتِ من مفعولات ج أَوْتَادٌ/ أوتَادُ الأرض، هي الجِبالُ أَلَمْ نَجْعَلِ الأَرْضَ مِهَاداً وَالْجِبَالَ أَوْتَاداًد/ أَوْتَادُ البلاد، هم رُؤَسَاؤُهَا/ أَوْتادُ الفمِ، هي أسنانُه/ أوتادُ الصوفية، هم أربعة رجال منازلُهُم على منازل أربعة أركان من العالم: شرقيّ وغربيّ وشماليّ وجنوبيّ، مع كل واحد منهم مقام تلك الجهة.
وتر,الوَتَرُ : جَمْعُ الوَتَرة.-: معلَّق القَوسِ.- للمثلّث: هو في الهندسة، ضِلعُه المُقابلةُ للزّاوية القائمة.- المَأْبِضِيُّ: هو في الطبّ أحدُ وَتَرَيْن يُحدِّدان الحُفْرةَ المأبِضيّة خلف الرُّكْبَةِ/ أصابَ الوَتَرَ الحَسَّاسَ، أي نقطة الضّعف/ أوْتَارُ العُود، هي الخيوط التي يُوَقَّعُ عَلَيْهَا؛ كَيْفَ النجاحُ وَأَنْتُمْ لا اتِّفاقَ لَكُمْ ** وَالعُودُ ليسَ لَهُ صَوْتٌ بِلا وَتَرِ. ج أوتار ووِتَارٌ.
وتر,الوَتْرُ : من أسماء الله تعالى، وهو الفذُّ الفردُ جَلَّ جلالُهُ.-: الفَرْدُ.- من العدد: ما ليس بِشَفْعٍ.-: الذَّحْل، وهو الثأر أو الحقد.-: الظلمُ في الذَّحل؛ وكَمْ وَتَرَتْ لِيَ النَّكَباتُ قوساً ** كأنَّ الدَّهرَ يطلبُني بوِتْرِ. -: يومُ عَرَفة/ صلاةُ الوِتر، هي ركعة بعد الشّفْع إثر صلاة العِشاء؛اِجْعلوا آخِرَ صَلاَتِكُمْ باللَّيْلِ وِتْراً .
وترة,الوَتَرَةُ :- من كلّ شيءٍ: ما استدارَ من حروفه.-: مجرى السهم من القوس العربيّة.-: غُرَيْضِيف في أعلى الأذُن.-: ما بين كل إصبعين.-: جُلَيْدة بين السَّبَّابة والإبهام.-: عَصَبة تحت اللِّسان.-: ما بين الأرنبة والسَّبلة.-: حجابُ ما بين المنْخَريْن.-: عَصَبة بين أسفل الفخذ وبين الصَّفَن ج وَتَرٌ ووَتَرَاتٌ.
وتن,الوَتْنُ : ولادَةٌ تخرج بها رِجْلا المولود قبل رأسه.-: الذي وُلد منكوساً.
وتنة,الوَتْنَةُ : اسم المرة من وَتَن.-: مُلازمة الغَريم.-: المخالَفَة؛ بينهما وتْنَةٌ.
وتيح,الوَتِيحُ : الوَتِحُ (بتسكين التاء وكسرها)، وهو القليل التافه من الشيء أو الخسيس من النّاس؛ لا يُطمأَنُّ إلى زميلك الوتيح.
وتيرة,الوَتِيرَةُ : طريقٌ يُلاصقُ الجبلَ؛ سلكنا الوتيرةَ ليلاً وقد أخذَ مِنّا الخوفُ.-: قطعةٌ تَستدقّ وتَطَّرد وتغلظ وتنقاد من الأرض.-: الأرضُ البيضاء.-: غُرَيْضيف في أعلى الأذُن.-: ما بين كلّ إصْبعيْن.-: جُلَيدة بين السَّبّابة والإبْهام.-: حجابُ ما بين المنخريْن.-: حَلْقةٌ يُتعلّم عليها الطّعن.-: غُرّة الفرس المستديرة.-: نَوْرُ الوَرْد.-: اسمٌ لعَقْد العَشَرة.-: الطّريقة المطَّرِدة؛ ما زال على وتيرةٍ واحدةٍ في عمله.-: المداوَمَةُ على الشيء والملازَمة.-: الفُتور؛ ما في عمله وتيرَةٌ.
وتيغة,الوَتِيغَةُ : الخطأُ في الحُجّة؛ حاجَّه فَغَلبه بسبب وتيغته.
وتين,الوَتِينُ : الشُّريان الرئيس الذي يُغذّي جسم الإنسان بالدّم النقيّ الخارج من القلب؛ شُفي من داءٍ أصاب منه الوتينَ ج وُتْنٌ وأَوْتِنَةٌ.
وثء,الوَثْءُ : مصـ.-: وصمٌ يصيب اللّحمَ ولا يبلغ العظم فَيَرِمُ.-: توجُّعٌ في العظم من غير كسر.-: شِبهُ الفسخ في المَفْصِل.
وثاب,الوِثَابُ : السَّريرُ؛ جلس الملك على وِثاب المُلْكِ.
وثار,الوِثَارُ : الفراشُ الوَطِيءُ؛ شعرت بالرّاحة إذ تَمَدَّدْتُ على الوِثار.
وثاق,الوَثَاقُ : اسمٌ من الإيثاق.-: ما يُشَدُّ به كالحبْلِ وغيره، أو القيد حَتَّى إِذَا أَثْخَنْتُمُوهُمْ فَشُدُّوا الوَثَاقَ.
وثاق,الوِثَاقُ : مَا يُشَدُّ بهِ كالحَبْل وغيرهِ؛ فُكُّوا وِثَاقَهُ فقد أُفْرِجَ عنه ج وُثُقٌ.
وثاقية,الوِثَاقِيَّةُ : نبات هو اليَاسِمُ.
وثبى,الوَثَبَى : السَّريعةُ الوَثْبِ؛ اشتريتُ فرساً وَثَبَى.
وثاب,الوَثَّابُ : فا للمبالغة.-: الكَثيرُ الوُثُوب.
وثخة,الوَثَخَةُ : البِلَّةُ من الماءِ.
وثر,الوَثِرُ : الوَطِيءُ اللّيّن؛ استلقى على فراش وَثِرٍ.
وثر,الوَثْرُ : مصـ.-: جِلدٌ يُقَدُّ سُيوراً عرْضُ السّيْرِ منها أربعُ أصابع أو شِبر، تلبسه الجاريةُ الصغيرة قبل أن تُدرك أو وهي حائض.-: شِبْه صِدار.-: ثوبٌ كالسّراويل بغيْر ساقيْن.
وثر,الوِثْرُ : الفِراشُ الوَطيءُ.-: الثوبُ الذي تُجلّل به الثيابُ فيعْلوها.
وثل,الوَثَلُ : الحَبْل من اللّيف.-: وسَخُ الأديم الذي يُلقَى منه.
وثن,الوَثَنُ : التِّمثال يُعبَد سواء أكان من خَشَب أم حجر أم فِضّة أم غير ذلك إِنَّمَا تَعْبُدُونَ مِنْ دُونِ اللهِ أَوْثَاناً/ هي وَثَنُ فلان، أي امرأتُه ج أَوْثَانٌ ووُثُنٌ.
وثني,الوَثَنِيُّ : منْ يتديَّنُ بعِبادةِ الوَثَن.
وثيج,الوَثِيجُ : الكَثيف؛ عُشبٌ وَثِيج/ مَكان وَثيجٌ، أي كثيرُ الكَلأِ والشّجر.-: المكتنزُ لحماً؛ ذبحْنا ثوراً وثيجاً.-: المُحْكمُ النَّسْج؛ ثوبٌ وَثيج.
وثيخة,الوَثِيخَةُ : ما رَقَّ من العظام واختلط بالوَرِك.-: ما ثخُنَ من اللَّبَن.-: ما اختلط من أجناس العُشْب الغضّ في الربيع؛ رعت الماشية الوَثيخةَ.-: الأرضُ ذاتُ الوحْل.
وثير,الوَثِيرُ : الوِثْرُ، أي الوَطِيءُ؛ لو اتَّخذْتَ فِراشاً وَثيراً لاسْتَرحْتَ ج وِثَارٌ.
وثيرة,الوَثِيرَةُ : مذ وَثِيرٌ.- من النِّساء: الكثيرةُ اللَّحم ج وَثَائِرُ ووِثَارٌ.
وثيق,الوَثِيقُ : المُحْكَم؛ رَبَط رزمة الكتُب ربْطاً وَثيقاً ج وِثَاقٌ.
وثيقة,الوَثِيقَةُ : مذ وَثيقٌ.-: ما يُحْكَم به الأمرُ؛ كانت ربْطةُ الحبْلِ وثيقة.- في الأمر: إحكامُه؛ استخدم طريقة وثيقةً في إدارة المشروع.-: مُستَنَد مكتوبٌ يُستدَلّ به لدعْم دَيْن أو حُجَّة أو ما جرى مَجْراهما؛ هاتِ وثيقةَ نجاحِكَ ج وثَائِقُ.
وثيل,الوَثِيلُ : الضَّعيفُ.-: اللِّيفُ.-: الحَبْل من اللِّيف.-: كلُّ خَلَقٍ منَ الشَّجَر ومن حِبال اللِّيف؛ أمسكَ الوثيلَ فسقطَ أرضاً.-: الحبْلُ من القِنَّبِ ج وَثَائلُ.
وثيم,الوَثِيمُ : المكتنزُ اللَّحمِ.
وثيمة,الوَثِيمَةُ : الحجارةُ.-: حجرُ القَدَّاحة؛ يُقال في القَسَم، لا والّذي أَخْرجَ النّارَ منَ الوَثِيمَةِ.-: الجماعةُ من الحشيش أو الطّعام.
وجء|وجأ,الوَجْءُ والوَجَأُ :- من الماء: ما لا خيرَ عندَهُ.
وجاح,الوَجَاحُ (بكسر الواو وفتحها): الحجَرُ الأملسُ.-: الماءُ في أسفل الحوض إذا كان مقدارَ ما يستره.-: السّتْر.
وجار,الوِجَارُ (بكسر الواو وفتحها): الجُرفُ حفَرَهُ السَّيْلُ من الوادي.-: جُحْرُ الضَّبع والأسد والذئب والثعلب ونحو ذلك؛ وما اللَّيْثُ لولا بأسُهُ في عَرينهِ ** بأشْرَفَ من ضَبِّ الفلاَ في وِجَارِهِ. ج أَوْجِرَةٌ ووُجُرٌ.
وجاه,الوِجَاهُ : التِّجَاهُ؛ دَاري وِجَاهَ دارِكَ، أي حِذاءَهَا من تلقاء وَجْهِها/ هم وِجَاهُ ألفٍ، أي زُهاءُ ألفٍ.
وجاهة,الوَجَاهَةُ : مصـ.-: الحُرْمَةُ؛ هو ذو وجاهَةٍ في قَوْمِهِ.
وجب,الوَجَبُ : الخَطَرُ وهو السَّبَقُ الذي يُنَاضَلُ عليه؛ فُزْتُ بالوَجَبِ.
وجب,الوَجْبُ : الجَبَانُ.-: الأحمقُ.-: الناقة التي ينعقد اللِّبَأُ في ضرعها واللِّبأ هو أول اللَّبَن عند الولادة.-: سقاء عظيم من جلد تيسٍ وافر.-: مَنقَعُ الماءِ ج وِجَابٌ.
